image_path,caption,width,height,similarity,punsafe,pwatermark,aesthetic_score,caption_len_words
data/laion_aesthetic_subset\000048.jpg,Canyonlands National Park,600.0,600.0,0.3136721849441528,7.821594408596866e-06,0.0730505287647247,6.560586929321289,3
data/laion_aesthetic_subset\000049.jpg,Once in the street: cityscapes - silk painting by Olena Korolyuk,600.0,735.0,0.309259831905365,0.0001269578933715,0.0823924019932746,6.645069599151611,11
data/laion_aesthetic_subset\000050.jpg,Art Prints of Boulevard de Bonne Nouvelle in Paris by Eugene Galien-Laloue,500.0,294.0,0.329800933599472,6.567835271198419e-07,0.0511663481593132,7.012502193450928,12
data/laion_aesthetic_subset\000051.jpg,Liu Yi 1958 | Chinese Figurative Watercolour painter | The Ballet dancer,664.0,491.0,0.3138485550880432,0.0014233589172363,0.1834311634302139,6.506887912750244,12
data/laion_aesthetic_subset\000054.jpg,"Kunal Batra, Leh Palace in Morning Glow, Watercolour on paper, 19x27 cm",640.0,453.0,0.3219801187515259,1.904607387359647e-07,0.1116249039769172,6.569674491882324,12
data/laion_aesthetic_subset\000055.jpg,"Jean-Auguste-Dominique Ingres, The Countess d'Haussonville, 1845. Image via Wikimedia Commons.",856.0,1200.0,0.3356821238994598,0.0016943514347076,0.0904906243085861,6.662082672119141,10
data/laion_aesthetic_subset\000061.jpg,Montana mix eclectic living room,500.0,334.0,0.3072288632392883,5.076454908703454e-05,0.0473693124949932,6.512352466583252,5
data/laion_aesthetic_subset\000062.jpg,"Valentine Fabre on the Grand Pilier d'Angle summit ridge to Mont Blanc, Italy",599.0,394.0,0.3264155685901642,1.8325850760447796e-05,0.089788444340229,6.736827850341797,13
data/laion_aesthetic_subset\000064.jpg,"Victo Ngai, Guest Speaker 2019",464.0,585.0,0.3011189997196197,0.0001154096826212,0.1306056529283523,6.798027038574219,5
data/laion_aesthetic_subset\000068.jpg,"Protesters burn as they stand behind  barricades during clashes with police on February 20, 2014 in Kiev.",2560.0,1664.0,0.3328602910041809,0.0001492798328399,0.0545271076261997,6.518420696258545,17
data/laion_aesthetic_subset\000072.jpg,A Couple Waiting For A Bus by Theophile-Alexandre Steinlen,345.0,500.0,0.3585577309131622,0.0001676082611083,0.1542669981718063,6.522908687591553,9
data/laion_aesthetic_subset\000075.jpg,water color painting of Nitin Singh,736.0,1110.0,0.3022080063819885,9.27948747175833e-07,0.0706672444939613,7.069154739379883,6
data/laion_aesthetic_subset\000089.jpg,Henry Clay and Helen Frick,1468.0,2000.0,0.3300396800041199,2.1324988210835727e-06,0.1277228146791458,6.830728054046631,5
data/laion_aesthetic_subset\000095.jpg,"Camping in the North Cascades, Mt Ruth, Mt Shuksan, photo",1280.0,854.0,0.2806882560253143,9.288922228734007e-06,0.1169522777199745,6.538637638092041,10
data/laion_aesthetic_subset\000096.jpg,Rare 'Super Earth' Recently Discovered By Astronomers | Curly Tales,1280.0,720.0,0.2918822765350342,0.0001297295093536,0.1524125337600708,6.624678611755371,10
data/laion_aesthetic_subset\000099.jpg,Dusty Dawn || Dubai,600.0,312.0,0.3236533999443054,0.000140905380249,0.1632770299911499,6.527885437011719,4
data/laion_aesthetic_subset\000100.jpg,Theatre backdrop featuring a street scene in Victorian-era London Reklamní fotografie - 43278032,450.0,300.0,0.3022416532039642,0.0003453195095062,0.1317546069622039,6.706833839416504,13
data/laion_aesthetic_subset\000103.jpg,Anonymous - Boy in Staw Hat in Garden,402.0,550.0,0.3473258912563324,3.1872655199549627e-06,0.0479470044374465,6.511592864990234,8
data/laion_aesthetic_subset\000109.jpg,"Swimming with a green sea turtle in the lagoon of Conception Island, before capture and measurement",750.0,600.0,0.2930904626846313,6.950963870622218e-05,0.1926762163639068,6.50195837020874,16
data/laion_aesthetic_subset\000110.jpg,Space planets and nature,450.0,270.0,0.2945984303951263,2.6054309273604304e-05,0.068954199552536,6.558131694793701,4
data/laion_aesthetic_subset\000117.jpg,Paris 1000 Piece Puzzle | Peter Pauper Press| - STEAM Kids Brisbane,1024.0,735.0,0.34681236743927,0.0001045219105435,0.1279633045196533,7.057303428649902,12
data/laion_aesthetic_subset\000123.jpg,"landscape, nature, travel, cloudy, outdoor, asia, climbing, top, mount, mountain, nepal,  cloud, peak, himalaya, alpinism, summit, himalayas, adventure, himalayan, cholatse, pheriche, valley, taboche, tourism, trekking, altitude, hiking, hike, khumbu, mou Pheriche Valley in Himalayas and Cholatse peakphoto preview",800.0,399.0,0.3108179569244385,3.395130761418841e-06,0.0492522977292537,6.532711505889893,38
data/laion_aesthetic_subset\000125.jpg,"View from the Quiraing, Skye",300.0,450.0,0.3086335361003876,2.144099198631011e-05,0.0396185852587223,6.677625179290772,5
data/laion_aesthetic_subset\000129.jpg,Field of Dreams on yay!everyday #photography #dance,530.0,530.0,0.3048408627510071,0.0030451416969299,0.1633563339710235,6.560048580169678,7
data/laion_aesthetic_subset\000130.jpg,275 Piece Chickadee Tea Easy Handling Puzzle,480.0,480.0,0.380040556192398,1.0199200005445164e-05,0.0828956738114357,6.552215576171875,7
data/laion_aesthetic_subset\000133.jpg,hyperrealistic pencil drawings by Emanuele Dascanio (17),800.0,534.0,0.3370712101459503,1.9632756448118016e-05,0.0957124680280685,6.5210862159729,7
data/laion_aesthetic_subset\000137.jpg,Trona Pinnacles Milky Way Photography,640.0,960.0,0.3367001116275787,1.3005970686208457e-05,0.1221338361501693,6.561639308929443,5
data/laion_aesthetic_subset\000139.jpg,Not right marriage without dating ep 14 eng sub,521.0,290.0,0.2837564349174499,0.0320371687412261,0.0939131081104278,6.6350579261779785,9
data/laion_aesthetic_subset\000141.jpg,"Old Man of Storr, Isle of Skye",400.0,267.0,0.3539271354675293,3.7155987229198217e-06,0.0689622089266777,6.812436580657959,7
data/laion_aesthetic_subset\000142.jpg,Neil Patrick Harris hosts Academy Awards 2015,2500.0,1774.0,0.3280872404575348,0.0002214312553405,0.0865006893873214,6.51336145401001,7
data/laion_aesthetic_subset\000144.jpg,A single cross in the middle of a forest.,450.0,300.0,0.3068061470985412,8.268884266726673e-05,0.165280133485794,6.529469966888428,9
data/laion_aesthetic_subset\000146.jpg,Rainy Day at Piazza San Marco | American Legacy Fine Arts,1024.0,812.0,0.3705484569072723,2.732752761858137e-07,0.0638158246874809,6.7117462158203125,11
data/laion_aesthetic_subset\000149.jpg,"In de dag Bamboe Bamboo Forest. Asian woman wearing japanese traditional kimono at Bamboo Forest in Kyoto, Japan.",500.0,333.0,0.3171785175800323,0.0001982748508453,0.0935134217143058,6.574042320251465,18
data/laion_aesthetic_subset\000151.jpg,M&S: autumn collection campaign features Dame Helen Mirren and Tracey Emin,640.0,427.0,0.3192752599716186,0.1089948117733001,0.1173914968967437,6.623659610748291,11
data/laion_aesthetic_subset\000153.jpg,Woodland Solitude by Charles Courtney Curran,350.0,536.0,0.327098935842514,3.03388515021652e-06,0.156711146235466,6.631260871887207,6
data/laion_aesthetic_subset\000155.jpg,"Blue and Red, but Mostly Blue Size: 6 x 9,75, Oil on Linen Panel, Price, Reatil, Framed: $1200. Year: 2016, Available through: Paul & Scott Gallery",1000.0,1744.0,0.3068768382072449,3.416589242988266e-05,0.1186830550432205,6.503068447113037,26
data/laion_aesthetic_subset\000157.jpg,"Reine Village, Norwegian Sea, light, winter, Mountains, Lofoten, Norway, Houses",2048.0,1365.0,0.3286276757717132,4.488977083383361e-06,0.1227002069354057,6.629114151000977,10
data/laion_aesthetic_subset\000158.jpg,"East 23rd Street II, painting by Lisbeth Firmin",1024.0,1024.0,0.3086343705654144,2.636547651491128e-05,0.0640011876821518,6.857183933258057,8
data/laion_aesthetic_subset\000173.jpg,"Robert Ryan, The Sacred Tree at Morgan O'Driscoll Art Auctions",350.0,317.0,0.3176685571670532,2.1742342141806148e-05,0.1809942424297332,6.6162590980529785,10
data/laion_aesthetic_subset\000174.jpg,Wedding of King Richard,640.0,465.0,0.3120565414428711,0.0008637607097625,0.0432674549520015,6.534910202026367,4
data/laion_aesthetic_subset\000178.jpg,"Falkenstein by Matej Kováč - Landscapes Prairies, Meadows & Fields ( field, village, autumn, vineyards, sunset, clounds, landscape, fields )",285.0,285.0,0.3288162052631378,4.23555429733824e-05,0.062134601175785,6.61513614654541,20
data/laion_aesthetic_subset\000179.jpg,Southwest Acrylic Painting Door With Peppers,1184.0,1600.0,0.3101288974285126,1.7521319023217075e-05,0.0410084500908851,6.587238311767578,6
data/laion_aesthetic_subset\000180.jpg,"The Study, an interior of a study or library",301.0,299.0,0.2949678897857666,5.32092872163048e-06,0.081288143992424,6.842947483062744,9
data/laion_aesthetic_subset\000182.jpg,"Winter at Manzanita LakeWith over 30 feet of snowfall annually, Lassen provides numerous opportunities for winter recreation.",396.0,295.0,0.3003610074520111,1.112166273742332e-06,0.1570680290460586,6.537858009338379,17
data/laion_aesthetic_subset\000183.jpg,"An image of Snow in Shiba Park, Tokyo by KAWASE Hasui",504.0,333.0,0.3760677278041839,1.3104033769195669e-06,0.1958710104227066,6.897673606872559,11
data/laion_aesthetic_subset\000185.jpg,"Aurora night. by Hallgrimur P. Helgason - Landscapes Starscapes ( aurora borealis, northern lights, reflection, nightscape, iceland, long exposure )",270.0,270.0,0.3022280037403106,5.535109812626615e-05,0.1573090553283691,6.604302883148193,20
data/laion_aesthetic_subset\000188.jpg,This image may contain John Cho Clothing Apparel Overcoat Coat Suit Human Person Tie Accessories and Accessory,628.0,471.0,0.3147518038749695,0.0033119022846221,0.1398808062076568,6.749544620513916,17
data/laion_aesthetic_subset\000189.jpg,Games with a female protagonist: Assassin's Creed Chronicles: China.,500.0,292.0,0.3517943322658539,0.0002236664295196,0.1738714724779129,6.530716896057129,9
data/laion_aesthetic_subset\000193.jpg,Cafe Girls Print by Dianne Parks,600.0,480.0,0.320694625377655,2.0287885490688492e-05,0.0521166548132896,6.535674571990967,6
data/laion_aesthetic_subset\000195.jpg,"Kirkjufell, Iceland by Peter OReilly",270.0,270.0,0.3269094824790954,1.2811458418582331e-06,0.151590809226036,6.722451686859131,5
data/laion_aesthetic_subset\000197.jpg,Mercedes-Benz 300SL Roadster,624.0,872.0,0.3217151761054992,9.45323336054571e-06,0.127153530716896,6.620644092559815,3
data/laion_aesthetic_subset\000200.jpg,David Heywood 'Urban cyclist' Original Watercolour,800.0,1298.0,0.3647989928722381,4.769697170559084e-07,0.1193121001124382,6.725838661193848,6
data/laion_aesthetic_subset\000211.jpg,French Actor Guillaume Canet,500.0,666.0,0.3586692214012146,0.0083078145980834,0.0468691922724247,6.608951091766357,4
data/laion_aesthetic_subset\000214.jpg,GAME OF THRONES POSTER Daenarys Mother of Dragons Wall Art Print Photo A3 A4,500.0,354.0,0.2850677073001861,0.0039184391498565,0.090305358171463,6.532808780670166,14
data/laion_aesthetic_subset\000215.jpg,"Fashion Model in Gold Dress, Beauty Woman Posing over Flying Waving Cloth, Girl with Yellow Dynamic Silk Fabric Foto de archivo",450.0,257.0,0.3566917777061462,0.1540539264678955,0.1362788379192352,6.749664783477783,21
data/laion_aesthetic_subset\000216.jpg,"""Richard J. Oliver """"James and the Giant Peach"""" Limited Edition Canvas Giclee""",600.0,598.0,0.3254011571407318,1.5426925529027358e-05,0.1324950009584427,6.669619083404541,12
data/laion_aesthetic_subset\000220.jpg,New Pavilion for Epcot,800.0,450.0,0.3272236883640289,4.592453478835523e-05,0.0739622339606285,6.672905445098877,4
data/laion_aesthetic_subset\000221.jpg,"Jan Matejko, Self-portrait, 1892",1409.0,2048.0,0.3325025141239166,5.5035779951140285e-06,0.0649070441722869,6.887479305267334,4
data/laion_aesthetic_subset\000224.jpg,1927... The Law Student - Norman Rockwell | Flickr - Photo Sharing!,493.0,640.0,0.3400702774524688,1.2666676411754452e-05,0.0807015895843505,6.649753570556641,12
data/laion_aesthetic_subset\000228.jpg,Carrie Graber Painting ⓖ thegallerist.art,730.0,519.0,0.3383561968803406,0.0086809396743774,0.0957657247781753,6.852677345275879,5
data/laion_aesthetic_subset\000229.jpg,"Portrait of Helena Mayer, Fencer -1935",461.0,600.0,0.3621285855770111,4.816247383132577e-07,0.1881989389657974,6.641968250274658,6
data/laion_aesthetic_subset\000231.jpg,"Picture tree, leopard, painting, art, olggah",596.0,380.0,0.3444709181785583,0.0002355575561523,0.1216833218932151,6.536395072937012,6
data/laion_aesthetic_subset\000236.jpg,by Sasi- Smit - Animals Birds,285.0,285.0,0.3034756183624267,5.193688411964104e-05,0.0979061722755432,6.55432653427124,6
data/laion_aesthetic_subset\000241.jpg,Scotia Princess ---Annapolis N.S. by Don F  Bradford,590.0,350.0,0.3002933263778686,3.018813686139765e-06,0.0461154542863369,6.607132434844971,8
data/laion_aesthetic_subset\000243.jpg,"Download Wallpaper 1920x1080 birds, flying, colorful",1920.0,1080.0,0.3146247863769531,6.038528681528987e-06,0.1390495747327804,6.728625774383545,6
data/laion_aesthetic_subset\000250.jpg,Sky at Mesquite Dunes by Jim Cook,675.0,350.0,0.3072689473628998,4.15435806644382e-06,0.0697081685066223,6.583110332489014,7
data/laion_aesthetic_subset\000262.jpg,mountain cabin nature landscape geiranger fjord mountain,474.0,301.0,0.3316214680671692,1.252377956006967e-06,0.093759573996067,6.570863246917725,7
data/laion_aesthetic_subset\000265.jpg,Fog touch by the sun van Eric Hendriks,288.0,360.0,0.3051896095275879,8.982668987300713e-06,0.13449327647686,6.515146255493164,8
data/laion_aesthetic_subset\000271.jpg,Portrait of a young man with medallion. Alessandro Botticelli,477.0,700.0,0.3347362875938415,7.883220973781135e-07,0.1554160118103027,6.604421138763428,9
data/laion_aesthetic_subset\000272.jpg,"""""""(SOLD) """"""""NYC #33″ 36""""""""x36"""""""" Oil""""""",1000.0,1000.0,0.2844194769859314,8.85484439550055e-07,0.196813702583313,6.834944725036621,5
data/laion_aesthetic_subset\000279.jpg,The Courtyard at Mass General Hospital by P Anthony Visco,529.0,350.0,0.3047865629196167,7.367716534645297e-07,0.0353174060583114,6.825997352600098,10
data/laion_aesthetic_subset\000282.jpg,London Trademark by Liza Hirst,320.0,320.0,0.3112435936927795,3.0485375646094326e-06,0.0515773482620716,6.550532817840576,5
data/laion_aesthetic_subset\000288.jpg,"Helen and her husband Chester, at the Helen Café, 486 6th Street, 1980 Archival Pigment Print, 2016 16 x 20 inches, edition of 5 20 x 24 inches, edition of 2 30 x 40 inches, edition of 2",2500.0,1923.0,0.3566730618476867,3.4465465432731435e-05,0.1623138040304184,6.6398115158081055,38
data/laion_aesthetic_subset\000289.jpg,Might & Magic Heroes VII Closed Beta Kicks Off On May 25th,630.0,354.0,0.3300470411777496,0.0005967319011688,0.1325768530368805,6.79932165145874,12
data/laion_aesthetic_subset\000294.jpg,"""""""""""""""Fox by the Brambles"""""""" by Kathy Ruck""""""",498.0,353.0,0.2992752492427826,2.2699446162732784e-06,0.0819276943802833,6.587110996246338,7
data/laion_aesthetic_subset\000295.jpg,"Dark Hedges, Northern Ireland",880.0,852.0,0.3214535117149353,4.54554901807569e-06,0.1193421706557273,6.651322364807129,4
data/laion_aesthetic_subset\000304.jpg,rhododendron in the Carpathians,539.0,360.0,0.3040912747383117,2.0195053366478533e-05,0.087532103061676,6.662107944488525,4
data/laion_aesthetic_subset\000306.jpg,Typical Split Bridge - watercolour by John Davis (c),450.0,323.0,0.3454321026802063,1.334052939228059e-07,0.0789245665073394,6.879605293273926,9
data/laion_aesthetic_subset\000310.jpg,The Outer Worlds,1280.0,720.0,0.2875451147556305,0.000572383403778,0.0779426917433738,6.76781177520752,3
data/laion_aesthetic_subset\000317.jpg,Dreamlike Landscapes Grow from Sculptural Portraits by Yuanxing Liang,640.0,960.0,0.3221243619918823,0.0004674196243286,0.1827592104673385,6.543268203735352,9
data/laion_aesthetic_subset\000323.jpg,Louis Aston Knight The Cottage at Beaumont 25 5/8 x 32in,640.0,480.0,0.3532604873180389,4.649907623388572e-07,0.0895637795329094,6.802437782287598,11
data/laion_aesthetic_subset\000328.jpg,"John William Godward, The Signal, 1899 From the...",500.0,724.0,0.3483519256114959,0.0004484951496124,0.0849707201123237,6.520237445831299,8
data/laion_aesthetic_subset\000338.jpg,"Pear, brass vase and porcelain cup - The Arts Inn Fine Art Gallery",379.0,480.0,0.3537635803222656,2.5964156975533115e-06,0.0504425913095474,6.548232078552246,13
data/laion_aesthetic_subset\000340.jpg,A picture of a biker making a stunt and jumps in the air photo,450.0,300.0,0.2934223115444183,0.0001378059387207,0.0656347125768661,6.635018825531006,14
data/laion_aesthetic_subset\000341.jpg,"Edward Theodore Compton (British, 1849-1921) The Matterhorn 34.5 x 24 cm. (13 1/2 x 9 1/2 in.)",333.0,480.0,0.3198117017745971,1.3085825685266173e-06,0.161493107676506,6.557078838348389,17
data/laion_aesthetic_subset\000344.jpg,"Landscape view of Moraine lake and mountain range at sunset in Rocky Mountains, Canada",450.0,299.0,0.3072880804538727,1.2667823284573387e-05,0.1412775069475174,6.616504192352295,14
data/laion_aesthetic_subset\000345.jpg,Rock Salvation Lighthouses Jigsaw Puzzle,1200.0,903.0,0.3352654576301574,1.6550848158658482e-05,0.0752898752689361,6.7686767578125,5
data/laion_aesthetic_subset\000349.jpg,Amazing Oil Painting by South Indian Legend Ilaiyaraaja (5),630.0,435.0,0.3179858028888702,1.5082470781635491e-05,0.0925848111510276,7.004947185516357,9
data/laion_aesthetic_subset\000351.jpg,"View from a Monastery in Ruins, 1846",400.0,300.0,0.2850838303565979,3.7132984289200976e-05,0.1805296540260315,6.503146648406982,7
data/laion_aesthetic_subset\000356.jpg,Art farm animal watercolor painting on canvas art 8x10 artsyhome - Temple At Banaras Ghat Painting By Artist Pandit Mulay Gallerist,1619.0,2400.0,0.3149716258049011,6.918679446243914e-06,0.1464780122041702,6.5016045570373535,21
data/laion_aesthetic_subset\000360.jpg,Rudy massar portrait of a miner,400.0,400.0,0.3395765721797943,1.8221078789792955e-05,0.1542001366615295,6.657958984375,6
data/laion_aesthetic_subset\000367.jpg,Beautiful blonde woman with flower wreath on her head. Beauty girl with flowers hairstyle. Girl in a summer forest. Fashion photo,450.0,300.0,0.3251133263111114,0.0964954793453216,0.1849217712879181,6.663479804992676,21
data/laion_aesthetic_subset\000370.jpg,Painting: Still life with tangerines.,600.0,415.0,0.3586919605731964,5.841977213094651e-07,0.0714487135410308,6.606563568115234,5
data/laion_aesthetic_subset\000372.jpg,"Two common kingfishers, alcedo atthis passing a fish one to another. Animal romantic couple sitting close together on a branch. Colorful wildlife scenery with birds. 스톡 콘텐츠",450.0,300.0,0.3315023183822632,4.955263648298569e-06,0.0562069714069366,6.694113731384277,27
data/laion_aesthetic_subset\000383.jpg,A small village - Chinese Painting,382.0,384.0,0.3728053271770477,2.959939138236223e-06,0.111924223601818,6.516745090484619,6
data/laion_aesthetic_subset\000389.jpg,Sunlight in the forest by Thomas Worthington Whittredge,350.0,353.0,0.3508922159671783,7.478193708720937e-08,0.1337932646274566,6.631767272949219,8
data/laion_aesthetic_subset\000392.jpg,Woman standing in snowy forest holding,695.0,391.0,0.3339253962039947,0.0001529157161712,0.0949180200695991,6.513031959533691,6
data/laion_aesthetic_subset\000395.jpg,"Warsaw Castle Square by Steve Cooke - City,  Street & Park  Historic Districts",285.0,285.0,0.2912394106388092,0.0003994703292846,0.0934004932641983,6.523089408874512,13
data/laion_aesthetic_subset\000396.jpg,"Vogue's newly released editorial features a a modern figure of striking resemblance to the renowned Mexican painter, Frida Kahlo.",564.0,766.0,0.313044011592865,0.0823904573917388,0.0873457789421081,6.62889289855957,19
data/laion_aesthetic_subset\000399.jpg,A drone's eye view over Sparks Meadow at sunset shows the meandering waters of Fall Creek with Mount Bachelor in the background.,610.0,750.0,0.3228909969329834,4.597181089138758e-07,0.1028185933828353,6.519955635070801,22
data/laion_aesthetic_subset\000400.jpg,Jakub Schikaneder 1855-1924 | Czech painter | The Mysterious Moods,747.0,536.0,0.359463095664978,1.7056394199244096e-06,0.1268234401941299,6.52109432220459,10
data/laion_aesthetic_subset\000402.jpg,Lord of the Rings || Patagonia - Argentina,400.0,267.0,0.3281685411930084,1.0434044952489785e-06,0.0247958153486251,6.812137126922607,8
data/laion_aesthetic_subset\000404.jpg,"Sunset with boats on the Exe shoreline at the back of Camperdown Terrace, Exmouth, Devon, England, United Kingdom - p871m2111484 by Baxter Bradford",400.0,320.0,0.3509736955165863,2.071171729767229e-05,0.1199655011296272,6.58773136138916,23
data/laion_aesthetic_subset\000408.jpg,Pyramid temples in the 15th century Aztec city of Tenochtitlan - now the site of Mexico City,5197.0,3361.0,0.3573034703731537,0.0002138912677764,0.0906276330351829,6.500759601593018,17
data/laion_aesthetic_subset\000410.jpg,Captivating Interior Architecture Of Miami Indian Creek Home Featured In Architectural  Digest   His Closet By Brian Ou0027Keefe Architect   Lookbook,2473.0,3716.0,0.3116669058799743,0.0014638006687164,0.0655920058488845,6.7706379890441895,19
data/laion_aesthetic_subset\000414.jpg,Path to Shinto Monument,488.0,376.0,0.2814766466617584,1.2006071301584598e-05,0.0912345498800277,6.602071762084961,4
data/laion_aesthetic_subset\000417.jpg,Prague Old Town Squere Painting,900.0,416.0,0.3549126088619232,1.91704930330161e-06,0.1850698888301849,6.598024845123291,5
data/laion_aesthetic_subset\000427.jpg,Press kit | 1089-03 - Press release | AURA Creates Awe-Inspiring Experience in the Heart of a Celebrated Historic Cathedral - Moment Factory - Multimedia Design -  Aura_Show_Part2 - Photo credit: Moment Factory,433.0,289.0,0.3133266866207123,7.219442977657309e-06,0.152118369936943,6.647280693054199,33
data/laion_aesthetic_subset\000428.jpg,Snow White Limited Edition Fine Art Print,340.0,270.0,0.3090950548648834,0.0014340579509735,0.1445568203926086,6.791974067687988,7
data/laion_aesthetic_subset\000430.jpg,"Wyoming, Grand Teton, National Park, Moran, Mountains, Snake River, Fall Colors, Fall, Snowstorm, limited edition, photograph, fine art, landscape. oxbow bend, photo",1600.0,1067.0,0.3519771993160248,3.6536391689878656e-06,0.1446955204010009,6.675324440002441,22
data/laion_aesthetic_subset\000431.jpg,Wallpaper Winter Frost Forest Snow Trees Branches Nature Grey Wolf Pack The Snow Wolves Company Grey Light Background Four Images For Desktop Section Zhivotnye Download,1332.0,850.0,0.2968357801437378,5.6294511523447e-06,0.1002955958247184,6.565421104431152,25
data/laion_aesthetic_subset\000434.jpg,Cottage in the Woods Autumn by Karen Williams-Brusubardis,460.0,350.0,0.3169399797916412,1.8695609469432384e-06,0.074629820883274,6.516398906707764,8
data/laion_aesthetic_subset\000442.jpg,Mountain Range River Landscape Starry Sky 4K Ultra HD Mobile Wallpaper,283.0,503.0,0.3025291264057159,3.715402272064239e-05,0.095099076628685,6.834864139556885,11
data/laion_aesthetic_subset\000444.jpg,painting showing couple waiting a train on the station 版權商用圖片 - 42293107,450.0,294.0,0.3365705609321594,3.319373354315758e-05,0.0572684817016124,6.565545558929443,12
data/laion_aesthetic_subset\000447.jpg,Ribblehead Viaduct And A Grand Yorkshire Walk,400.0,296.0,0.3673406541347503,2.8191273031552555e-06,0.0574336946010589,6.537817001342773,7
data/laion_aesthetic_subset\000448.jpg,"Hanson Puthuff (American, 1875-1972) Home valley 20 x 25in",604.0,480.0,0.336340457201004,8.798769357554194e-08,0.035608883947134,6.571626663208008,9
data/laion_aesthetic_subset\000450.jpg,Grand Canal from Accademia,340.0,340.0,0.319314569234848,2.666281034180429e-05,0.132510706782341,6.719920635223389,4
data/laion_aesthetic_subset\000452.jpg,"yosemite, national park, ca, california, mountains, sierra, water, half dome, valley, sunset, moonrise, moonlight, moon, fall, colors flora, trees, merced, river,, photo",750.0,577.0,0.3288762271404266,1.3669667850990663e-06,0.1108471676707267,6.7300543785095215,22
data/laion_aesthetic_subset\000453.jpg,Remarkables Conservation Area,600.0,400.0,0.3034147620201111,2.250512579848873e-06,0.0765302181243896,6.689448833465576,3
data/laion_aesthetic_subset\000460.jpg,Friedrich - Solitary Tree - 1822,430.0,338.0,0.3029319643974304,3.043075196274003e-07,0.0632008016109466,6.6365814208984375,6
data/laion_aesthetic_subset\000464.jpg,"At Breakfast, 1898 // by Laurits Andersen Ring | flickr by  Gandalf's Gallery",736.0,912.0,0.3185203075408935,2.7506528567755595e-05,0.0340517275035381,6.528718948364258,13
data/laion_aesthetic_subset\000467.jpg,Magnificent Architecture on the St. Vitus Cathedral,1920.0,1281.0,0.3418810665607452,9.17095094337128e-05,0.0561301223933696,6.505429267883301,7
data/laion_aesthetic_subset\000472.jpg,frida art carola deutsch austria,602.0,600.0,0.3162439465522766,2.3600368876941505e-05,0.0914037600159645,6.532594203948975,5
data/laion_aesthetic_subset\000477.jpg,Talented Taiwanese Painter Paints San Francisco,640.0,478.0,0.3229048252105713,1.37610122692422e-05,0.0363940894603729,6.727649688720703,6
data/laion_aesthetic_subset\000480.jpg,Japan Pre-Wedding And Kimono Photoshoot At Gion District  by Shu Hao  on OneThreeOneFour 11,900.0,600.0,0.347926378250122,0.0012526214122772,0.1419690549373626,6.659069061279297,14
data/laion_aesthetic_subset\000481.jpg,water Landscapes Trees autumn HD Wallpaper,2560.0,1600.0,0.3029336929321289,2.0498138837865557e-05,0.197715625166893,6.520508766174316,6
