image_path,caption,width,height,similarity,punsafe,pwatermark,aesthetic_score,caption_len_words,exists,keep_quality,clipscore,face_detected,gender,age_group,race,skin_tone
src/data/data/laion_aesthetic_subset_big\000166.jpg,"Billie Holiday and her dog Mister Downbeat (Jazz Portrait series, Library of Congress) Billie Holiday, First Ladies, Ladies Day, Divas, Jazz Musicians, Jazz Artists, Famous Musicians, Vintage Dog, Vintage Music",236.0,277.0,0.3677233457565307,3.050579380214913e-06,0.1224582865834236,6.535379409790039,30,True,True,0.35676214,True,Male,0-2,Black,Dark
src/data/data/laion_aesthetic_subset_big\000169.jpg,Figure Before A Redbrick Church In A Dutch Town Painting,900.0,699.0,0.3424750864505768,2.622725787659874e-06,0.0931435823440551,6.586220264434815,10,True,True,0.31901896,False,,,,
src/data/data/laion_aesthetic_subset_big\000170.jpg,Cathedral by molybdenumgp03,1100.0,666.0,0.2900122702121734,0.0007650852203369,0.1480312794446945,6.876688957214356,3,True,True,0.30273768,False,,,,
src/data/data/laion_aesthetic_subset_big\000171.jpg,Crysis 3 - The hunted becomes the hunter,420.0,280.0,0.3379072844982147,0.0002000033855438,0.1726562678813934,6.519145488739014,8,True,True,0.3324272036552429,False,,,,
src/data/data/laion_aesthetic_subset_big\000172.jpg,Dog sits on a rock in the mountains Stock Photo,450.0,300.0,0.3386280536651611,2.480985813235748e-06,0.0498633980751037,6.543979644775391,10,True,True,0.3332049250602722,False,,,,
src/data/data/laion_aesthetic_subset_big\000181.jpg,Photo for Father and son sitting under the tree on spring lawn - Royalty Free Image,450.0,300.0,0.336564838886261,0.0075058043003082,0.1551979184150695,6.5178961753845215,16,True,True,0.3249551057815552,True,Male,0-2,Black,Dark
src/data/data/laion_aesthetic_subset_big\000185.jpg,"""'Forest Glade'   Limited Edition Giclee Print on Board Mounted Canvas, 12"""" x 12""""""",1000.0,1000.0,0.3172074258327484,6.914708592375973e-06,0.16880963742733,6.880369663238525,13,True,True,0.321438729763031,False,,,,
src/data/data/laion_aesthetic_subset_big\000192.jpg,"Mountain landscape with blossoming field, New Zealand photo",450.0,298.0,0.3432563543319702,5.165327820577659e-06,0.1636295318603515,6.601513385772705,8,True,True,0.3395477533340454,False,,,,
src/data/data/laion_aesthetic_subset_big\000195.jpg,"Norman J. McCaig, By the Banks of the Grand Canal at Morgan O'Driscoll Art Auctions",350.0,291.0,0.3197197914123535,7.721937436144799e-06,0.2871523201465606,6.580012321472168,15,True,True,0.30540696,False,,,,
src/data/data/laion_aesthetic_subset_big\000196.jpg,City animation backgrounds,1053.0,700.0,0.3360470533370971,0.0015686154365539,0.0393457673490047,6.578283309936523,3,True,True,0.3165868520736694,False,,,,
src/data/data/laion_aesthetic_subset_big\000197.jpg,"11Arches National Park. Utah, USA",427.0,640.0,0.3132331669330597,1.1502472261781804e-05,0.0634936019778251,6.551675319671631,5,True,True,0.31229693,False,,,,
src/data/data/laion_aesthetic_subset_big\000201.jpg,ENGLAND - YORKSHIRE - KNARESBOROUGH - Vintage Tourism Poster - UK Railway Poster {NOTE},266.0,428.0,0.3295003771781921,5.819004854856757e-06,0.2413352876901626,6.545168876647949,14,True,True,0.3111250698566437,False,,,,
src/data/data/laion_aesthetic_subset_big\000203.jpg,This photo was taken with a model dressed in a kimono and geisha make-up from a studio that offers this kind of service. The photo was taken in color and then processed in PSE(layers) to separate the model's color from the background color.,300.0,450.0,0.3384928107261657,0.0052339434623718,0.1659689098596573,6.652709484100342,43,True,True,0.32914487,True,Male,0-2,Black,Dark
src/data/data/laion_aesthetic_subset_big\000204.jpg,"Photo sur Toile Abou Dabi Sheikh Zayed Grand Mosque during sunset, Abu-Dhabi, UAE",373.0,240.0,0.3476166427135467,8.839278598316014e-05,0.3043609261512756,6.58480167388916,13,True,True,0.3377464711666107,False,,,,
src/data/data/laion_aesthetic_subset_big\000205.jpg,Little Owl Athene noctua Bird photography prey mouse,386.0,257.0,0.3262031972408294,2.4097858840832487e-05,0.2968809604644775,6.533010005950928,8,True,True,0.33606568,False,,,,
src/data/data/laion_aesthetic_subset_big\000208.jpg,Murad Osmann Follows His Girlfriend Around The World Goes to India (1),640.0,640.0,0.3200375735759735,0.0023744702339172,0.1387936323881149,6.539116859436035,12,True,True,0.3221868574619293,False,,,,
src/data/data/laion_aesthetic_subset_big\000212.jpg,chrysler building construction new york city nyc,400.0,316.0,0.3124810755252838,0.0008137226104736,0.2782518863677978,7.076352119445801,7,True,True,0.3010005354881286,True,Female,40-49,East Asian,Light
src/data/data/laion_aesthetic_subset_big\000214.jpg,Snow on Lake Wenatchee by Lynn Hopwood,270.0,270.0,0.3418831527233124,2.491632130841026e-06,0.3729828894138336,6.917351245880127,7,True,True,0.3303774297237396,False,,,,
src/data/data/laion_aesthetic_subset_big\000215.jpg,Thomas Moran Sunset in Mid-Ocean,1213.0,875.0,0.3616681396961212,1.0236722118861508e-06,0.0826520025730133,6.629179000854492,5,True,True,0.3295497,False,,,,
src/data/data/laion_aesthetic_subset_big\000224.jpg,"<span class=&#34;artist&#34;><strong>Li Huayi</strong></span>, <span class=&#34;title&#34;><em>Autumn Mountains</em>, 2007</span>",630.0,298.0,0.36878702044487,7.748504913251963e-07,0.1063198000192642,6.611892223358154,7,True,True,0.3173217,False,,,,
src/data/data/laion_aesthetic_subset_big\000229.jpg,Cute winter log cabin bing images country cabins,736.0,460.0,0.3280799984931946,7.063523662509397e-05,0.0664988830685615,6.636023044586182,8,True,True,0.3420904278755188,False,,,,
src/data/data/laion_aesthetic_subset_big\000232.jpg,"A very cold Loch Tay in Highland Perthshire, Scotland,,,",400.0,607.0,0.3200937509536743,1.6583157048444264e-05,0.1073040068149566,6.695176601409912,9,True,True,0.3289289772510528,False,,,,
src/data/data/laion_aesthetic_subset_big\000233.jpg,Claudio Simonetti - Romantic Lights of Venice - 15 x 17,300.0,229.0,0.3329568803310394,1.925182004924864e-06,0.2507871985435486,6.649255275726318,11,True,True,0.33057034,False,,,,
src/data/data/laion_aesthetic_subset_big\000234.jpg,"Kinkakuji, Kyoto, in winter",800.0,531.0,0.3407161831855774,8.64729008753784e-05,0.0804400891065597,6.501632213592529,4,True,True,0.3292352259159088,False,,,,
src/data/data/laion_aesthetic_subset_big\000236.jpg,Digital Art by Charlie Bowater,600.0,849.0,0.3023313283920288,0.0224132537841796,0.2890551388263702,6.530501842498779,5,True,True,0.3021769523620605,True,Male,50-59,Black,Dark
src/data/data/laion_aesthetic_subset_big\000237.jpg,brown wooden dock between lavender flower field near body of water during golden hour,1000.0,667.0,0.303861141204834,2.160394251404796e-05,0.1998261213302612,6.6839919090271,14,True,True,0.30032426,False,,,,
src/data/data/laion_aesthetic_subset_big\000243.jpg,instantShift - Brilliant Examples of Infrared Photography,500.0,334.0,0.3040452301502228,5.909955871175043e-05,0.2607252895832062,6.510858058929443,7,True,True,0.3009407520294189,False,,,,
src/data/data/laion_aesthetic_subset_big\000252.jpg,"banff national park: Mountains and forest reflection at Bow Lake with fog in Banff National Park, Canada. Stock Photo",450.0,300.0,0.3313097953796386,8.784306373854633e-06,0.3973666131496429,6.542990207672119,19,True,True,0.3157728016376495,False,,,,
src/data/data/laion_aesthetic_subset_big\000255.jpg,Albert Bierstadt~Wind River Land,360.0,255.0,0.3370550572872162,1.996632050804692e-07,0.1481024622917175,6.579754829406738,4,True,True,0.3240990936756134,False,,,,
src/data/data/laion_aesthetic_subset_big\000256.jpg,SimCity 5 1 Casino City,596.0,335.0,0.309448629617691,0.0003083944320678,0.2688789665699005,6.575066089630127,5,True,True,0.3117283880710602,False,,,,
src/data/data/laion_aesthetic_subset_big\000257.jpg,Fixh Maybe When Vaporwave Art Retro Design Cityscape Wallpaper Desktop Wallpaper Art Scenery Wallpaper,1280.0,720.0,0.3029228448867798,0.0001606941223144,0.1118590533733367,6.500035762786865,14,True,True,0.31795815,False,,,,
src/data/data/laion_aesthetic_subset_big\000258.jpg,Jean Beraud ON THE BOULEVARD,350.0,278.0,0.3131863176822662,2.076338432743796e-06,0.0666551664471626,6.553179264068604,5,True,True,0.31544462,False,,,,
src/data/data/laion_aesthetic_subset_big\000259.jpg,Door With Pots Painting by Sam Sidders - Door With Pots Fine Art Prints and Posters for Sale,236.0,321.0,0.3546564877033233,4.48978397571409e-07,0.1310244500637054,6.565311431884766,18,True,True,0.3391424417495727,False,,,,
src/data/data/laion_aesthetic_subset_big\000260.jpg,Polar bear family Arctic Svalbard,1536.0,1024.0,0.3165991604328155,6.581984507647576e-06,0.4975393116474151,6.563371181488037,5,True,True,0.3266693949699402,False,,,,
src/data/data/laion_aesthetic_subset_big\000266.jpg,"Railway Bridge Across the River - forest, autumn, bridge, nature, river, reflected, trees, sky",450.0,281.0,0.3032267689704895,1.5943844573484969e-06,0.2014726996421814,6.504919528961182,14,True,True,0.3216505050659179,False,,,,
src/data/data/laion_aesthetic_subset_big\000267.jpg,Beautiful Hd Wallpapers From China Funoticcom Part 2,1920.0,1200.0,0.3192335069179535,0.0005905330181121,0.0806189030408859,6.821922779083252,8,True,True,0.3019286096096039,True,Male,0-2,East Asian,Light
src/data/data/laion_aesthetic_subset_big\000268.jpg,"Close up of a Young Jaguar standing in shallow water with reflections, bed of water hyacinths in the back and side, facing camera, dawn mood, Pantanal Wetlands, Mato Grosso, Brazil",540.0,360.0,0.3499565422534942,1.2896416592411695e-05,0.1979946941137313,6.692031383514404,30,True,True,0.36113644,False,,,,
src/data/data/laion_aesthetic_subset_big\000269.jpg,"Mestrovic Mausoleum by Zeljko Marcina - Landscapes Starscapes ( mestrovic, sky, mausoleum, croatia, night, milky way, otavice,  )",285.0,285.0,0.3572944402694702,2.4386568838963285e-05,0.2430346012115478,6.5698065757751465,18,True,True,0.3488253057003021,False,,,,
src/data/data/laion_aesthetic_subset_big\000275.jpg,"Edvard bergh, oil on canvas/panel, signed and dated 1871.",460.0,309.0,0.3291057646274566,1.4629924294240484e-07,0.0905859693884849,6.598146438598633,9,True,True,0.3185346126556396,False,,,,
src/data/data/laion_aesthetic_subset_big\000276.jpg,"A Hill Woman from Ladakh, Cooking Her Food, Oil On Canvas by Gertrude Ellen Burrard",912.0,1200.0,0.3635173738002777,0.0003597140312194,0.0595321841537952,6.56284236907959,15,True,True,0.3618265092372894,True,Male,3-9,Latino_Hispanic,Medium
src/data/data/laion_aesthetic_subset_big\000279.jpg,Workers balancing on steel beam above streets during construction of the Manhattan Company Building by Arthur Gerlach,338.0,450.0,0.3423510491847992,0.0002786517143249,0.0682108625769615,6.539477825164795,17,True,True,0.3354848,False,,,,
src/data/data/laion_aesthetic_subset_big\000288.jpg,Photographer captures the Milky Way with moonlight,480.0,240.0,0.3012565672397613,3.3813848858699203e-06,0.0913892686367034,6.837524890899658,7,True,True,0.3047878742218017,False,,,,
src/data/data/laion_aesthetic_subset_big\000289.jpg,"Fra Mapplethorpe: Look at the Pictures. Foto: Tour de Force, © Robert Mapplethorpe Foundation",500.0,498.0,0.3482445776462555,0.0029101967811584,0.1267395168542862,6.524191379547119,14,True,True,0.3109658360481262,False,,,,
src/data/data/laion_aesthetic_subset_big\000290.jpg,"Brown bear sow and cubs, Lake Clark National Park, Alaska, USA, Lake Clark National Park, Alaska, USA",1000.0,668.0,0.3619351089000702,1.6206937289098278e-05,0.2063483446836471,6.564098834991455,17,True,True,0.32796624,False,,,,
src/data/data/laion_aesthetic_subset_big\000295.jpg,In de dag Reflectie Crystal Lakes Chamonix in the Alps,605.0,240.0,0.3026041388511657,8.575177048442129e-07,0.3262109756469726,6.690836429595947,10,True,True,0.3194933831691742,False,,,,
