image_path,old_caption,new_caption,clipscore,caption_is_noisy
src/data/data/laion_aesthetic_subset_big\000398.jpg,File:ACS Factory Interior - Concept Art.jpg,,0.3243012428283691,True
src/data/data/laion_aesthetic_subset_big\000406.jpg,"The Northern Light at the mountain Kirkjufell Iceland. Landscape of waterfall Kirkjufellsfoss, with green bands of Aurora Borealis. Stock fotó",,0.3046333491802215,False
src/data/data/laion_aesthetic_subset_big\000408.jpg,"In de dag Honing Awesome alpine highlands in sunny day. Scenic image of fairy-tale Landscape with colorful sky under sunlit, over the Majestic Rock Mountains. Wild area. Megical Natural Background. Creative image",,0.30424723,False
src/data/data/laion_aesthetic_subset_big\000458.jpg,"Athabasca Falls Canyon in Jasper National Park, Alberta, Canada",,0.3091290891170501,False
src/data/data/laion_aesthetic_subset_big\000460.jpg,"""""""Hot Rod coupe"""" original fine art by Robert LaDuke""",,0.304172158241272,False
src/data/data/laion_aesthetic_subset_big\000463.jpg,That Wanaka Tree in New Zealand,,0.3054121732711792,False
src/data/data/laion_aesthetic_subset_big\000468.jpg,The beautiful surreal worlds of Erik Johansson | The brain and illusions | Scoop.it,,0.30817908,False
src/data/data/laion_aesthetic_subset_big\000484.jpg,"Zhang Jingna Art + Photography · Fantasy, Fine Art, Beauty, Fashion",,0.3094291090965271,False
src/data/data/laion_aesthetic_subset_big\000488.jpg,Sweet Memories by Michael And Inessa Garmash,,0.3080116212368011,False
src/data/data/laion_aesthetic_subset_big\000491.jpg,Oranges Painting  - Oranges Fine Art Print,,0.3032599687576294,False
src/data/data/laion_aesthetic_subset_big\000498.jpg,Sunset moment  by Dany Fachry - Landscapes Beaches,,0.30737206,False
src/data/data/laion_aesthetic_subset_big\000506.jpg,Orange and Gray Tunnel Painting,,0.29926038,False
src/data/data/laion_aesthetic_subset_big\000515.jpg,"Canned Flowers, Oil, 12Hx12W, SOLD",,0.3025808334350586,False
src/data/data/laion_aesthetic_subset_big\000550.jpg,Gathering flowers along the river by Daniel Ridgway Knight,,0.3082789778709411,False
src/data/data/laion_aesthetic_subset_big\000555.jpg,"Austria's Treasured National Resource, Its Glaciers, Are Melting Fast | Sustain Our Earth | Scoop.it",,0.2996432185173034,False
src/data/data/laion_aesthetic_subset_big\000563.jpg,Best Horror Movies Train to Busan,,0.3030801117420196,False
src/data/data/laion_aesthetic_subset_big\000571.jpg,"artnet Galleries: In the Alfama, Lisbon, Portugal by Edward Seago from The Taylor Gallery - London",,0.3025661706924438,False
src/data/data/laion_aesthetic_subset_big\000599.jpg,milky way timelapse california photo,,0.3071789,False
src/data/data/laion_aesthetic_subset_big\000605.jpg,multi-colour arcylic painting titled Silence is Golden by artist brent heighton.,,0.3016302585601806,False
src/data/data/laion_aesthetic_subset_big\000608.jpg,Chez Zizi — Found by Junell Toney  Ron Stocke WATERCOLOR   ...,,0.30106384,False
src/data/data/laion_aesthetic_subset_big\000613.jpg,Time Away: Weekend Getaway (1000 Piece Puzzle by MasterPieces),,0.30951953,False
src/data/data/laion_aesthetic_subset_big\000616.jpg,Store Front Painting On Canvas,,0.2989965677261352,False
src/data/data/laion_aesthetic_subset_big\000623.jpg,South Coast Cliff Paths - Guernsey,,0.2992284,False
src/data/data/laion_aesthetic_subset_big\000626.jpg,Water Lake Nature Reflection Transportation Sky Nautical Vessel Mode Of Transportation Cloud - Sky Beauty In Nature Outdoors Sea No People Air Vehicle Tranquility Day Tranquil Scene Mid-air Dusk Flying Floating On Water Boat Leaves Fall Beauty Foggy Autumn Mood,,0.30105945,False
src/data/data/laion_aesthetic_subset_big\000638.jpg,the corner and nighthawks What is the meaning behind the edward hopper painting nighthawks the only place that illuminates in the dark corner of the street seems like a view from the.,,0.3025409,False
src/data/data/laion_aesthetic_subset_big\000640.jpg,Turret Arch Reflections,,0.3090454936027527,False
src/data/data/laion_aesthetic_subset_big\000650.jpg,Art Prints of In the Orchard by Edmund Charles Tarbell,,0.3028574287891388,False
src/data/data/laion_aesthetic_subset_big\000654.jpg,"""HUMBOLDT COUNTY, NO. 4   24"""" x 36""""  oil on panel""",,0.3047007,False
src/data/data/laion_aesthetic_subset_big\000680.jpg,Gold domes of Russia - Fedoskino lacquer boxes,,0.30465868,False
src/data/data/laion_aesthetic_subset_big\000681.jpg,Rainbow Tse Hong Kong (Youth) Night Wonders 56x76 cm,,0.305673599243164,False
src/data/data/laion_aesthetic_subset_big\000705.jpg,Female artist painting on canvas in studio,,0.3039632141590118,False
src/data/data/laion_aesthetic_subset_big\000706.jpg,Lonesome Bear by Mona Davis,,0.3089368045330047,False
src/data/data/laion_aesthetic_subset_big\000720.jpg,Room with a view in Florence,,0.3007442057132721,False
src/data/data/laion_aesthetic_subset_big\000734.jpg,Peter Dundas for Vogue 120 by Norman Jean Roy,,0.30313522,False
src/data/data/laion_aesthetic_subset_big\000738.jpg,Casa Di Mare penthouse at the top of the new Acqualina 777 tower in Miami,,0.3091709613800049,False
src/data/data/laion_aesthetic_subset_big\000757.jpg,Expanses of blue of artist Annette Schmucker as framed image,,0.303511768579483,False
src/data/data/laion_aesthetic_subset_big\000759.jpg,"Cushman Lake Fall colors, Colorado",,0.3057310581207275,False
src/data/data/laion_aesthetic_subset_big\000763.jpg,"Ballerina Dancing with Silk Fabric, Modern Ballet Dancer in Fluttering Waving Cloth, Pointe Shoes, Gray Background",,0.30646816,False
src/data/data/laion_aesthetic_subset_big\000773.jpg,Sharecroppers Shack Painting,,0.3046672940254211,False
src/data/data/laion_aesthetic_subset_big\000789.jpg,"Lady Brown (1813–1881), Wife of Sir John Brown, Oil On Canvas by Richard Smith",,0.304682582616806,False
src/data/data/laion_aesthetic_subset_big\000791.jpg,Outcast - Second Contact PC Cover,,0.3071097433567047,False
src/data/data/laion_aesthetic_subset_big\000801.jpg,"""Grace Kelly during filming of """"To Catch a Thief"""". Photo by Edward Quinn, Cannes 1954""",,0.30074617,False
src/data/data/laion_aesthetic_subset_big\000805.jpg,San Francisco depuis Russian Hill par Ray Strong.,,0.3018543720245361,False
src/data/data/laion_aesthetic_subset_big\000814.jpg,time crisis midnight in paris film inquiry,,0.3041103,False
src/data/data/laion_aesthetic_subset_big\000819.jpg,"Layers Of Autumn Colors Reflected - Leavenworth, Central Washington, WA",,0.3041958212852478,False
src/data/data/laion_aesthetic_subset_big\000822.jpg,"Art Prints of Morning in the Hills, Southwest Texas by Julian Onderdonk",,0.30881542,False
src/data/data/laion_aesthetic_subset_big\000834.jpg,File:Cities of the future by jonasdero-d5jkvqs.jpg,,0.3081857562065124,True
src/data/data/laion_aesthetic_subset_big\000836.jpg,Lady In Red,,0.30103073,False
src/data/data/laion_aesthetic_subset_big\000846.jpg,"Took the Long Way Home, oil landscape painting by Kimberly Kiel | Effusion Art Gallery + Cast Glass Studio, Invermere BC",,0.30524978,False
src/data/data/laion_aesthetic_subset_big\000859.jpg,"Suzy Parker, photographed by George Dambier in Paris, 1953.",,0.3038279,False
src/data/data/laion_aesthetic_subset_big\000883.jpg,File:Ling Tong (civilian old) - RTKXIII.jpg,,0.3183377981185913,True
src/data/data/laion_aesthetic_subset_big\000886.jpg,the abandoned buildings of the eastern bloc bbc news,,0.3041323721408844,False
src/data/data/laion_aesthetic_subset_big\000887.jpg,"by Nikos Diavatis - City,  Street & Park  Street Scenes ( greece, corfu, cafe, kerkyra, kafenio )",,0.30056497,False
src/data/data/laion_aesthetic_subset_big\000899.jpg,Best of 2014: Top 10 Landscape Photos,,0.30251116,False
src/data/data/laion_aesthetic_subset_big\000913.jpg,Jumping through the poppies,,0.3074678182601928,False
src/data/data/laion_aesthetic_subset_big\000933.jpg,"Cofete Beach on the Southern Tip of Fuerteventura during Sunset, post processed in HDR",,0.3041535317897796,False
src/data/data/laion_aesthetic_subset_big\000948.jpg,"Edgar Jerins, 'Sarah and Brittany with Barnyard Cat', 2008",,0.3091993629932403,False
src/data/data/laion_aesthetic_subset_big\000957.jpg,No longer a PlayStation 4 exclusive: Judgment from the creators of Yakuza will be released on Xbox Series X / S and PlayStation 5,,0.3005913496017456,False
src/data/data/laion_aesthetic_subset_big\000964.jpg,Frank Panabaker March Near Creemore 12x15,,0.3037601113319397,False
src/data/data/laion_aesthetic_subset_big\000966.jpg,🎂🎁🎈🎉 Happy 232nd birthday to Carl Maria Von Weber!!! His Trio in G minor features in our next concert on December 2nd  #taimanaensemble #flute #cello #piano #chambermusic #brisbane #concert #weber #birthday #232yearsyoung,,0.30882117,False
src/data/data/laion_aesthetic_subset_big\000968.jpg,"Hill, Autumn scene",,0.30314693,False
src/data/data/laion_aesthetic_subset_big\000983.jpg,Spirit Horse of the Siksika - Petite Giclée,,0.3038077056407928,False
src/data/data/laion_aesthetic_subset_big\000988.jpg,"<em>Portrait of Gaines Donoho</em>, 1883",,0.29903492,False
src/data/data/laion_aesthetic_subset_big\000995.jpg,"maggie taylor, girl with a small cloud, 2012",,0.2989618,False
src/data/data/laion_aesthetic_subset_big\000998.jpg,Robert E Wood-Fish Creek Park - Winter,,0.3081015646457672,False
src/data/data/laion_aesthetic_subset_big\001020.jpg,Hans Zatzka Painting - floral ladies and birds Hans Zatzka,,0.30559695,False
src/data/data/laion_aesthetic_subset_big\001033.jpg,Five stunning cities in Austria you must visit,,0.30270907,False
src/data/data/laion_aesthetic_subset_big\001049.jpg,Woman Painting - Natural Beauty by Nathan Miller,,0.299086719751358,False
src/data/data/laion_aesthetic_subset_big\001071.jpg,"Colin Cook, Derwent Water from Catbells",,0.3038457632064819,False
src/data/data/laion_aesthetic_subset_big\001079.jpg,Star Wars Themed Lands Have Officially Been Announced For Disney Parks!,,0.3033154,False
src/data/data/laion_aesthetic_subset_big\001085.jpg,Mother And Child In A Garden,,0.3058550059795379,False
src/data/data/laion_aesthetic_subset_big\001097.jpg,"Chinese painting, hand painted, mounted w/o scroll, ink - 3",,0.3064886629581451,False
src/data/data/laion_aesthetic_subset_big\001108.jpg,"Semion Chuikov, A Daughter of Soviet Kyrgyzia, 1948. Oil on canvas, State Tretyakov Gallery, Moscow.",,0.3039030432701111,False
src/data/data/laion_aesthetic_subset_big\001110.jpg,"Colorful Drawings, Colorful Pictures, Cool Drawings, Art Pictures, Watercolor Sketchbook, Sketchbook Drawings, Watercolor Paintings, Architecture Drawing Sketchbooks, Watercolor Architecture",,0.3044917583465576,False
src/data/data/laion_aesthetic_subset_big\001136.jpg,News_Greg Gorman_Alex Pettyfer,,0.3054152429103851,False
src/data/data/laion_aesthetic_subset_big\001150.jpg,William Adolphe Bouguereau-Young Girl,,0.3032930493354797,False
src/data/data/laion_aesthetic_subset_big\001183.jpg,robert hagan art paintings,,0.30637988,False
src/data/data/laion_aesthetic_subset_big\001207.jpg,<div class='meta'><div class='origin-logo' data-origin='KABC'></div><span class='caption-text' data-credit=''>A rendering of the diamond decorations that will be featured on Sleeping Beauty's Castle as part of Disneyland's 60-year celebration.</span></div>,,0.3040551543235779,False
src/data/data/laion_aesthetic_subset_big\001214.jpg,River in Indian Peaks Wilderness,,0.307206392288208,False
src/data/data/laion_aesthetic_subset_big\001219.jpg,Lost by Alshain4,,0.30190116,False
src/data/data/laion_aesthetic_subset_big\001220.jpg,Creative beauty portrait with pink wraith in hair,,0.29955572,False
src/data/data/laion_aesthetic_subset_big\001244.jpg,city longexposure light sky cloud moon color oslo norway night clouds speed nikon zoom perspective fullmoon le citylights depth d800 lightstream 2470 speedoflight,,0.3009979426860809,False
src/data/data/laion_aesthetic_subset_big\001246.jpg,African Woman Study,,0.3095186,False
src/data/data/laion_aesthetic_subset_big\001249.jpg,20s Hairstyles by 22 Glamorous 1920s Hairstyles That Make Us Yearn For The,,0.30177742,False
src/data/data/laion_aesthetic_subset_big\001250.jpg,the furka pass in switzerland,,0.3054547011852264,False
src/data/data/laion_aesthetic_subset_big\001264.jpg,Starry Dusk over Lost Lake in Oregon #BeautifulNature #NaturePhotography #Nature #Photography #Sunsets #Reflections #Travel # Oregon,,0.3023135662078857,False
src/data/data/laion_aesthetic_subset_big\001266.jpg,"Bull moose feeds on summer grasses in a small tundra pond with the Alaska Range mountains and the muldrow glacier moraine in the distance, Denali National Park, Interior, Alaska.",,0.3058697879314422,False
src/data/data/laion_aesthetic_subset_big\001273.jpg,"Douglas Gray Metamorphis, Paris Oil, 30.5 x59 cm",,0.302240252494812,False
src/data/data/laion_aesthetic_subset_big\001287.jpg,Notre Dame – Using 21st Century Technology to Restore an 850-Year-Old Cathedral,,0.30741018,False
src/data/data/laion_aesthetic_subset_big\001288.jpg,White Mountaineering Spring Summer 2016 Collection-4,,0.3063958287239074,False
src/data/data/laion_aesthetic_subset_big\001292.jpg,Sewing young woman at the window,,0.3084055,False
src/data/data/laion_aesthetic_subset_big\001322.jpg,Review: 'The Interview' dives into geopolitics,,0.2993012070655823,False
src/data/data/laion_aesthetic_subset_big\001326.jpg,Watercolour Artwork of The Ballroom at Knole,,0.3042254149913788,False
src/data/data/laion_aesthetic_subset_big\001335.jpg,"Suntory Museum of Art Tokyo, Famous Sites of the Sumida River",,0.3036642968654632,False
src/data/data/laion_aesthetic_subset_big\001347.jpg,The Octogenarian Eagle Hunter by JaneMIchelle,,0.3060922,False
src/data/data/laion_aesthetic_subset_big\001365.jpg,"""""""There Was a Frog Here Somewhere"""" original watercolor painting by Maui artist Christine Waara""",,0.3036990761756897,False
src/data/data/laion_aesthetic_subset_big\001372.jpg,"Do you know these secret things to do in Kauai? If you're traveling to Kauai, you've got to give them a try! You will love them.",,0.3050827383995056,False
src/data/data/laion_aesthetic_subset_big\001376.jpg,Mirror's Edge Artwork,,0.30252478,False
src/data/data/laion_aesthetic_subset_big\001396.jpg,William Banks Fortescue - Cowslip Gatherers 1884,,0.29979885,False
src/data/data/laion_aesthetic_subset_big\001406.jpg,woman in red jacket standing on white snow covered ground during daytime,,0.29907125,False
src/data/data/laion_aesthetic_subset_big\001440.jpg,Selfy at Horseshoe Bend,,0.3031456470489502,False
src/data/data/laion_aesthetic_subset_big\001465.jpg,"steampunk clothing (women's clothing, top hat, goggles, gloves, earrings, jacket, blouse)",,0.3006069362163543,False
src/data/data/laion_aesthetic_subset_big\001476.jpg,"Girl with Pigtails, Samuel Henry William Llewelyn",,0.3052721917629242,False
src/data/data/laion_aesthetic_subset_big\001481.jpg,"""""""Traveler"""" original fine art by Robert LaDuke""",,0.3089396953582763,False
src/data/data/laion_aesthetic_subset_big\001485.jpg,Profile portrait of Federico da Montefeltro,,0.2994097471237182,False
src/data/data/laion_aesthetic_subset_big\001487.jpg,"A lonely tree in sunrise at Tan Thanh beach, Go Cong, Viet Nam. A magical moment",,0.30809706,False
src/data/data/laion_aesthetic_subset_big\001536.jpg,Snow Painting - First Snow by Jerry McElroy,,0.29932302236557,False
src/data/data/laion_aesthetic_subset_big\001537.jpg,Construction on Ngaren: The Museum of Humankind is due to begin in 2022 and is expected to be completed in 2024,,0.309277206659317,False
src/data/data/laion_aesthetic_subset_big\001548.jpg,The Qin Empire 3  China Drama,,0.3001787066459656,False
src/data/data/laion_aesthetic_subset_big\001552.jpg,Roland Lee painting of the Pine Valley Chapel,,0.3075664341449737,False
src/data/data/laion_aesthetic_subset_big\001563.jpg,"ArtStation - At the edge of the storm, Daniel Alekow",,0.2996357977390289,False
src/data/data/laion_aesthetic_subset_big\001565.jpg,The Fisher Lass by John McGhie,,0.3050557672977447,False
src/data/data/laion_aesthetic_subset_big\001566.jpg,The Wizard of Bisti,,0.3042746186256408,False
src/data/data/laion_aesthetic_subset_big\001581.jpg,Hadrian's Wall: The structure spans 73 miles coast to coast across the North of England,,0.3039892613887787,False
src/data/data/laion_aesthetic_subset_big\001632.jpg,Photo sur Aluminium Illustration Paris Street in paris - illustration,,0.30549383,False
src/data/data/laion_aesthetic_subset_big\001634.jpg,"a biography of charles augustus lindbergh born in detroit Evangeline lodge lindbergh (born  mother of charles augustus lindbergh  teacher at cass technical school in detroit, michigan she married charles august.",,0.3049051463603973,False
src/data/data/laion_aesthetic_subset_big\001637.jpg,"Love Girl Reading Wallpaper : Emerald Green or Paris Green, the Deadly Regency Pigment Jane Austen s World",,0.3054042,False
src/data/data/laion_aesthetic_subset_big\001638.jpg,onisushi:  Geisha (via Birthday Geisha by *Viccolatte on deviantART),,0.30888665,False
src/data/data/laion_aesthetic_subset_big\001667.jpg,"A model wears a creation for Dolce&Gabbana men's Spring Summer collection part of the Milan Fashion Week, unveiled in Milan, Italy, Saturday, June 18, 2016 (...",,0.308689534664154,False
src/data/data/laion_aesthetic_subset_big\001673.jpg,Double Arch Looking Outward,,0.30846974,False
src/data/data/laion_aesthetic_subset_big\001683.jpg,"~My heart's in the Highlands, my heart is not here,  My heart's in the Highlands, a-chasing the deer;  Chasing the wild-deer, and following the roe,  My heart's in the Highlands, wherever I go.    Robert Burns~",,0.30542818,False
src/data/data/laion_aesthetic_subset_big\001696.jpg,Petra and Wadi Rum in one day,,0.3044597506523132,False
src/data/data/laion_aesthetic_subset_big\001724.jpg,Andrea Kowch - Blackbirds Are Gathering.jpg,,0.358191579580307,True
src/data/data/laion_aesthetic_subset_big\001733.jpg,Jamila Woods - HEAVN LP (Ltd White Vinyl Edition),,0.3070775,False
src/data/data/laion_aesthetic_subset_big\001735.jpg,Fan Ho gallery 7,,0.3001674711704254,False
src/data/data/laion_aesthetic_subset_big\001737.jpg,Susanna Madora Salter was the first woman elected to political office in the United States. She was elected mayor of Arg,,0.3041802644729614,False
src/data/data/laion_aesthetic_subset_big\001740.jpg,A 1950s Chevrolet Bellaire on the streets of Old Havana,,0.30616707,False
src/data/data/laion_aesthetic_subset_big\001751.jpg,Tina Turner Rights Managed Images - stradina a St Paul de Vence Royalty-Free Image by Guido Borelli,,0.30192226,False
src/data/data/laion_aesthetic_subset_big\001755.jpg,"The Watcher by Rebecca Ramaley - Landscapes Waterscapes ( bird, clouds, maroubra, mahon pool, australia, long exposure, sunrise, sydney )",,0.3036355972290039,False
src/data/data/laion_aesthetic_subset_big\001771.jpg,M&S David Gandy Tailoring Collection 3.jpg,,0.3383783102035522,True
src/data/data/laion_aesthetic_subset_big\001787.jpg,Stunning landscape with river flowing through deep sided gorge with vibrant green foliage,,0.3020225167274475,False
src/data/data/laion_aesthetic_subset_big\001797.jpg,\'the\' Boathouse by Nickscape,,0.309451162815094,False
src/data/data/laion_aesthetic_subset_big\001810.jpg,"Terry Grundy, Original oil painting on panel, Peaceful Moment",,0.2990758419036865,False
src/data/data/laion_aesthetic_subset_big\001821.jpg,"René Lalonde, Winter Magic by Night, acrylic on canvas, 20 x 20 inches",,0.30556202,False
src/data/data/laion_aesthetic_subset_big\001827.jpg,cityscapes ‹ Håggard Photography,,0.3026929497718811,False
src/data/data/laion_aesthetic_subset_big\001864.jpg,princess and the frog ride concept art,,0.30751944,False
src/data/data/laion_aesthetic_subset_big\001883.jpg,Landscape Painting Images  Most Beautiful Nature Paintings,,0.2997485399246216,False
src/data/data/laion_aesthetic_subset_big\001884.jpg,Self-Portrait in a Circle of Friends from Mantua Wallraf-Richartz Museum,,0.3094493746757507,False
src/data/data/laion_aesthetic_subset_big\001891.jpg,Sunset Over The Hudson River Photograph,,0.30574631690979,False
src/data/data/laion_aesthetic_subset_big\001902.jpg,Decew Falls from the Side - St. Catharines,,0.3008048,False
src/data/data/laion_aesthetic_subset_big\001911.jpg,a custom oil painting of latino family,,0.3058584034442901,False
src/data/data/laion_aesthetic_subset_big\001949.jpg,"Terry Harrison Art Workshop: Country Landscapes & Barns in Watercolour, May 26-30, 2014. This art workshop is in very high demand and will fill quickly, so register soon! Terry's unique step-by-step process, many demonstrations, easy going teaching style and entertaining humor will encourage you to reach a new artistic level...",,0.3072445094585418,False
src/data/data/laion_aesthetic_subset_big\001950.jpg,Young Woman Reading.jpg,,0.3389413952827453,True
src/data/data/laion_aesthetic_subset_big\001960.jpg,"Wall Mural - Fuji mountain and Kawaguchiko lake in morning, Autumn seasons Fuji mountain at yamanachi in Japan.",,0.307030439376831,False
src/data/data/laion_aesthetic_subset_big\001963.jpg,Plums & Blossoms 12x16 at Hunter Wolff Gallery,,0.3090669512748718,False
src/data/data/laion_aesthetic_subset_big\002032.jpg,"""""""This image released by Netflix shows Michael Potts, from left, Chadwick Boseman and Colman Domingo in """"""""Ma Rainey's Black Bottom.""""""""  (David Lee/Netflix via AP)""""""",,0.30861288,False
src/data/data/laion_aesthetic_subset_big\002051.jpg,disney - classici disney - live action - the minutes fly - web magazine - mulan,,0.2993512451648712,False
src/data/data/laion_aesthetic_subset_big\002057.jpg,Sketchbook Wandering: To France & Back: Watercolor Drawings A Show,,0.30421278,False
src/data/data/laion_aesthetic_subset_big\002061.jpg,"The Teton Range, 1897",,0.308517724275589,False
src/data/data/laion_aesthetic_subset_big\002064.jpg,"Two actresses in summer kimono. 1920's, Japan. Image via Blue Ruin 1 of Flickr.",,0.3046707510948181,False
src/data/data/laion_aesthetic_subset_big\002066.jpg,Threezero Jaime Lannister of thrones jaime lannister sixth scale figure by threez sideshow collectibles,,0.29975888,False
src/data/data/laion_aesthetic_subset_big\002076.jpg,"The best of landscape in Chiang Mai. Pagodas Noppamethanedol & Noppapol Phumsiri at sunset in Inthanon mountain, Thailand. 写真素材",,0.3081474304199219,False
src/data/data/laion_aesthetic_subset_big\002089.jpg,"Anticipation, 50 x 35 inches, oil on linen by Adrian Gottlieb",,0.3019715249538421,False
src/data/data/laion_aesthetic_subset_big\002102.jpg,Adobe Painting - 1247 Agua Fria Street by Sam Sidders,,0.3000128269195556,False
src/data/data/laion_aesthetic_subset_big\002105.jpg,Norway in autumn vintage travel poster,,0.3054457306861877,False
src/data/data/laion_aesthetic_subset_big\002117.jpg,A scene with Brianna from Outlander,,0.303566575050354,False
src/data/data/laion_aesthetic_subset_big\002118.jpg,"Yoina, a 9 year old girl of the Machiguenga community from ...",,0.302034318447113,False
src/data/data/laion_aesthetic_subset_big\002134.jpg,rocks water: Male climber has just fell of a cliff while rock climbing. Beautiful view of coast in the background. Stock Photo,,0.30129185,False
src/data/data/laion_aesthetic_subset_big\002146.jpg,"Edith Hume (1832-1926) British. 'Sorting the Catch',",,0.3021844327449798,False
src/data/data/laion_aesthetic_subset_big\002148.jpg,"PHOTO COLORIZATION BY SANNA DULLAWAY FOR TIME; ORIGINAL IMAGE BY ALEXANDER GARDNER / LIBRARY OF CONGRESS  Allan Pinkerton, President Lincoln, and Maj. Gen. John A. McClernand at Antietam in 1862",,0.2991145253181457,True
src/data/data/laion_aesthetic_subset_big\002156.jpg,A Girl Reading in an Interior-Peter Ilsted-Stretched Canvas Print,,0.3059747517108917,False
src/data/data/laion_aesthetic_subset_big\002160.jpg,How to walk along the Vintgar gorge in Ljubljana,,0.3042401671409607,False
src/data/data/laion_aesthetic_subset_big\002166.jpg,"Nino Costa, Strada in pianura (1890), oil, further details unknown. Fondazione Cariplo, via Wikimedia Commons.",,0.3058765828609466,False
