image_path,caption,width,height,similarity,punsafe,pwatermark,aesthetic_score,caption_len_words,exists,keep_quality,clipscore,face_detected,gender,age,race,image_path_abs,age_group
src/data/data/laion_aesthetic_subset_big\000158.jpg,"Kin Shu Tofuki Ji (Tofukuji Temple with red maple), woodblock print by 加藤晃秀 Teruhide Kato.",236.0,484.0,0.3534211814403534,8.219814162657713e-07,0.0601989664137363,6.760920524597168,15,True,True,0.34290195,True,Man,38.0,white,/content/Debiasing-and-Improving-the-Robustness-of-CLIP-like-Models/src/data/data/laion_aesthetic_subset_big/000158.jpg,adult
src/data/data/laion_aesthetic_subset_big\000161.jpg,Best Dressed at the 2014 Oscars  - Redbook.com,525.0,700.0,0.3438058793544769,0.1625772714614868,0.087954357266426,6.645147800445557,8,True,True,0.33562467,True,Man,29.0,black,/content/Debiasing-and-Improving-the-Robustness-of-CLIP-like-Models/src/data/data/laion_aesthetic_subset_big/000161.jpg,young_adult
src/data/data/laion_aesthetic_subset_big\000163.jpg,Glenfinnan Railway Viaduct in Scotland with the Jacobite steam train passing over. Artistic vintage style processing.,450.0,300.0,0.3317192196846008,2.701467792576296e-06,0.4796604216098785,6.572625160217285,16,True,True,0.3423387408256531,True,Man,32.0,middle eastern,/content/Debiasing-and-Improving-the-Robustness-of-CLIP-like-Models/src/data/data/laion_aesthetic_subset_big/000163.jpg,adult
src/data/data/laion_aesthetic_subset_big\000166.jpg,"Billie Holiday and her dog Mister Downbeat (Jazz Portrait series, Library of Congress) Billie Holiday, First Ladies, Ladies Day, Divas, Jazz Musicians, Jazz Artists, Famous Musicians, Vintage Dog, Vintage Music",236.0,277.0,0.3677233457565307,3.050579380214913e-06,0.1224582865834236,6.535379409790039,30,True,True,0.35676214,True,Woman,27.0,white,/content/Debiasing-and-Improving-the-Robustness-of-CLIP-like-Models/src/data/data/laion_aesthetic_subset_big/000166.jpg,young_adult
src/data/data/laion_aesthetic_subset_big\000169.jpg,Figure Before A Redbrick Church In A Dutch Town Painting,900.0,699.0,0.3424750864505768,2.622725787659874e-06,0.0931435823440551,6.586220264434815,10,True,True,0.31901896,True,Man,27.0,white,/content/Debiasing-and-Improving-the-Robustness-of-CLIP-like-Models/src/data/data/laion_aesthetic_subset_big/000169.jpg,young_adult
src/data/data/laion_aesthetic_subset_big\000170.jpg,Cathedral by molybdenumgp03,1100.0,666.0,0.2900122702121734,0.0007650852203369,0.1480312794446945,6.876688957214356,3,True,True,0.30273768,True,Man,34.0,white,/content/Debiasing-and-Improving-the-Robustness-of-CLIP-like-Models/src/data/data/laion_aesthetic_subset_big/000170.jpg,adult
src/data/data/laion_aesthetic_subset_big\000171.jpg,Crysis 3 - The hunted becomes the hunter,420.0,280.0,0.3379072844982147,0.0002000033855438,0.1726562678813934,6.519145488739014,8,True,True,0.3324272036552429,True,Man,32.0,black,/content/Debiasing-and-Improving-the-Robustness-of-CLIP-like-Models/src/data/data/laion_aesthetic_subset_big/000171.jpg,adult
src/data/data/laion_aesthetic_subset_big\000172.jpg,Dog sits on a rock in the mountains Stock Photo,450.0,300.0,0.3386280536651611,2.480985813235748e-06,0.0498633980751037,6.543979644775391,10,True,True,0.3332049250602722,True,Man,35.0,white,/content/Debiasing-and-Improving-the-Robustness-of-CLIP-like-Models/src/data/data/laion_aesthetic_subset_big/000172.jpg,adult
src/data/data/laion_aesthetic_subset_big\000181.jpg,Photo for Father and son sitting under the tree on spring lawn - Royalty Free Image,450.0,300.0,0.336564838886261,0.0075058043003082,0.1551979184150695,6.5178961753845215,16,True,True,0.3249551057815552,True,Man,31.0,white,/content/Debiasing-and-Improving-the-Robustness-of-CLIP-like-Models/src/data/data/laion_aesthetic_subset_big/000181.jpg,adult
src/data/data/laion_aesthetic_subset_big\000185.jpg,"""'Forest Glade'   Limited Edition Giclee Print on Board Mounted Canvas, 12"""" x 12""""""",1000.0,1000.0,0.3172074258327484,6.914708592375973e-06,0.16880963742733,6.880369663238525,13,True,True,0.321438729763031,True,Man,35.0,black,/content/Debiasing-and-Improving-the-Robustness-of-CLIP-like-Models/src/data/data/laion_aesthetic_subset_big/000185.jpg,adult
src/data/data/laion_aesthetic_subset_big\000192.jpg,"Mountain landscape with blossoming field, New Zealand photo",450.0,298.0,0.3432563543319702,5.165327820577659e-06,0.1636295318603515,6.601513385772705,8,True,True,0.3395477533340454,True,Man,34.0,white,/content/Debiasing-and-Improving-the-Robustness-of-CLIP-like-Models/src/data/data/laion_aesthetic_subset_big/000192.jpg,adult
