image_path,caption,width,height,similarity,punsafe,pwatermark,aesthetic_score
data/laion_aesthetic_subset\000023.jpg,Watercolor Demonstration |Morning glow & Relaxation time 水彩画デモ 癒しの朝焼け,480.0,360.0,0.3067145347595215,1.4807925197146687e-07,0.20195895433425903,6.545989036560059
data/laion_aesthetic_subset\000024.jpg,"Derek Penix, French Harbor, oil painting",600.0,500.0,0.3308541178703308,3.168927287333645e-05,0.09038455784320831,6.747560977935791
data/laion_aesthetic_subset\000028.jpg,VFM Signature 34-00Stationary Living Room Group,1024.0,768.0,0.3048360049724579,9.33288101805374e-05,0.0014345626113936305,6.535976886749268
data/laion_aesthetic_subset\000029.jpg,"Metro Exodus, wallpapers, bacgkround",600.0,338.0,0.31460902094841003,3.498201840557158e-05,0.06012263521552086,6.701307773590088
data/laion_aesthetic_subset\000030.jpg,Death Valley Photography,1080.0,675.0,0.3157583475112915,2.698273783607874e-05,0.1304486095905304,6.701132297515869
data/laion_aesthetic_subset\000033.jpg,"""""""Apple with brown pot"""" original fine art by Dave Froude""",800.0,641.0,0.3234746754169464,3.2163848118216265e-07,0.033714659512043,6.623959541320801
data/laion_aesthetic_subset\000034.jpg,Annecy,250.0,369.0,0.3159795105457306,3.5293842302053235e-06,0.3103885352611542,6.745148181915283
data/laion_aesthetic_subset\000036.jpg,"CHRIS BURKARD 2014 TRAVEL ALBERTA TOURISM SUMMER / FALL SHOOT CANADA CHRISTIAN FERNANDEZ, JEFFREY SPACKMAN",328.0,490.0,0.32843145728111267,1.2921912457386497e-05,0.11286981403827667,6.533769607543945
data/laion_aesthetic_subset\000037.jpg,"Aoraki / Mount Cook National Park, New Zealand",1500.0,2250.0,0.34514516592025757,1.9441629774519242e-05,0.07740987092256546,6.6569905281066895
data/laion_aesthetic_subset\000038.jpg,275 best purcell carl images on pinterest watercolour for Watercolor cottages,736.0,464.0,0.3333708345890045,2.391922180322581e-07,1.0,6.5889363288879395
data/laion_aesthetic_subset\000039.jpg,Picture no: 11967054 Dolomiten-2 Created by: danielschoenen,449.0,300.0,0.323837012052536,1.9539400454959832e-05,0.11317508667707443,6.731750965118408
data/laion_aesthetic_subset\000040.jpg,AngelicaKauffman_Self_Portrait_1797,451.0,576.0,0.3390800654888153,7.811415707692504e-05,0.2846349775791168,6.525200843811035
data/laion_aesthetic_subset\000042.jpg,13th Doctor,280.0,350.0,0.31569674611091614,1.0868553545151372e-05,0.15178930759429932,6.588417053222656
data/laion_aesthetic_subset\000043.jpg,NEW PRODUCT: Lucifer Wings of Dawn Swordsman Version [LXF-1703S] & Big Angels Version [LXF-1703B] 1:6 Figure 747,800.0,1049.0,0.30142655968666077,0.03621736168861389,0.46533727645874023,6.7346391677856445
data/laion_aesthetic_subset\000044.jpg,"Dubrovnik Croatia, Pearl of the Adriatic Sea - Limited Edition Fine Art Print - Original Painting available",340.0,270.0,0.3680119514465332,2.529214270907687e-06,0.49378103017807007,6.547765254974365
data/laion_aesthetic_subset\000045.jpg,"Watercolour painting tutorial, Christmas Snow with figures",600.0,415.0,0.34638407826423645,5.707387913389539e-07,0.1143297329545021,6.682719707489014
data/laion_aesthetic_subset\000046.jpg,Disney's new Star Wars land will likely be getting the world's,610.0,367.0,0.3203537166118622,8.908682502806187e-05,0.03736712038516998,7.086170673370361
data/laion_aesthetic_subset\000047.jpg,An Alpine Meadow Switzerland Painting,712.0,900.0,0.3259519934654236,1.851636056926509e-06,0.49762001633644104,6.857698440551758
data/laion_aesthetic_subset\000048.jpg,Canyonlands National Park,600.0,600.0,0.31367218494415283,7.821594408596866e-06,0.07305052876472473,6.560586929321289
data/laion_aesthetic_subset\000049.jpg,Once in the street: cityscapes - silk painting by Olena Korolyuk,600.0,735.0,0.309259831905365,0.00012695789337158203,0.08239240199327469,6.645069599151611
data/laion_aesthetic_subset\000050.jpg,Art Prints of Boulevard de Bonne Nouvelle in Paris by Eugene Galien-Laloue,500.0,294.0,0.32980093359947205,6.567835271198419e-07,0.0511663481593132,7.012502193450928
data/laion_aesthetic_subset\000051.jpg,Liu Yi 1958 | Chinese Figurative Watercolour painter | The Ballet dancer,664.0,491.0,0.3138485550880432,0.0014233589172363281,0.18343116343021393,6.506887912750244
data/laion_aesthetic_subset\000053.jpg,"""""""""""""""Young Girl with Green and Red"""""""", oil on canvas, 16"""""""" x 20"""""""", by Jeremy Lipking""""""",236.0,182.0,0.30506208539009094,2.2043439003027743e-06,0.6430434584617615,6.62782096862793
data/laion_aesthetic_subset\000054.jpg,"Kunal Batra, Leh Palace in Morning Glow, Watercolour on paper, 19x27 cm",640.0,453.0,0.3219801187515259,1.904607387359647e-07,0.11162490397691727,6.569674491882324
data/laion_aesthetic_subset\000055.jpg,"Jean-Auguste-Dominique Ingres, The Countess d'Haussonville, 1845. Image via Wikimedia Commons.",856.0,1200.0,0.33568212389945984,0.0016943514347076416,0.09049062430858612,6.662082672119141
data/laion_aesthetic_subset\000056.jpg,Rating: Safe Score: 63 Tags: alpha_(ypalpha79) blush brown_hair butterfly drink flowers food User: BattlequeenYume,300.0,169.0,0.3054841160774231,0.0001474618911743164,0.2887495756149292,6.555027008056641
data/laion_aesthetic_subset\000059.jpg,Victo Ngai interviews herself,286.0,368.0,0.3250817656517029,3.161240783811081e-06,0.23625728487968445,6.505924701690674
data/laion_aesthetic_subset\000060.jpg,"In her short life, mathematician Emmy Noether changed the",860.0,460.0,0.33305394649505615,0.0015829205513000488,0.38466697931289673,6.63150691986084
data/laion_aesthetic_subset\000061.jpg,Montana mix eclectic living room,500.0,334.0,0.30722886323928833,5.076454908703454e-05,0.04736931249499321,6.512352466583252
data/laion_aesthetic_subset\000062.jpg,"Valentine Fabre on the Grand Pilier d'Angle summit ridge to Mont Blanc, Italy",599.0,394.0,0.3264155685901642,1.8325850760447793e-05,0.08978844434022903,6.736827850341797
data/laion_aesthetic_subset\000064.jpg,"Victo Ngai, Guest Speaker 2019",464.0,585.0,0.30111899971961975,0.00011540968262124807,0.13060565292835236,6.798027038574219
data/laion_aesthetic_subset\000065.jpg,Black And White Shapes Black White  - Photos_kast / Pixabay,640.0,354.0,0.3066760003566742,1.2996702025702689e-06,0.2661852240562439,6.52008056640625
data/laion_aesthetic_subset\000067.jpg,"Mount Fujisan beautiful landscapes on sunset. Fujiyoshida, Japan at Chureito Pagoda and Mt. Fuji in the spring with cherry blossoms.",450.0,303.0,0.3320557773113251,3.6602290492737666e-05,0.32283085584640503,6.598846912384033
data/laion_aesthetic_subset\000068.jpg,"Protesters burn as they stand behind  barricades during clashes with police on February 20, 2014 in Kiev.",2560.0,1664.0,0.3328602910041809,0.00014927983283996582,0.05452710762619972,6.518420696258545
data/laion_aesthetic_subset\000072.jpg,A Couple Waiting For A Bus by Theophile-Alexandre Steinlen,345.0,500.0,0.35855773091316223,0.00016760826110839844,0.15426699817180634,6.522908687591553
data/laion_aesthetic_subset\000074.jpg,Milford-Sound-Painting-by-John-Gully.jpg,1024.0,681.0,0.33489349484443665,4.656843941575062e-07,0.38221991062164307,6.56979513168335
data/laion_aesthetic_subset\000075.jpg,water color painting of Nitin Singh,736.0,1110.0,0.3022080063819885,9.27948747175833e-07,0.07066724449396133,7.069154739379883
data/laion_aesthetic_subset\000079.jpg,Outstanding Underwater and Adventure Photography by Sam Kølder,236.0,294.0,0.3122124969959259,0.00023099780082702637,0.2870636582374573,6.533528804779053
data/laion_aesthetic_subset\000080.jpg,Red Tuscan Sunrise With Poppy Field Painting by Cecilia Brendel,900.0,735.0,0.3662499785423279,9.129191312240437e-06,0.5,6.588068962097168
data/laion_aesthetic_subset\000081.jpg,Fotoväggar - owl on winter dark forest background,360.0,240.0,0.30128318071365356,2.671198126336094e-05,0.23968391120433807,6.550650596618652
data/laion_aesthetic_subset\000084.jpg,"Norwegian Church in an epic Fjord, concept Art for the world of AC Valhalla",3840.0,2015.0,0.3327227234840393,0.0002582669258117676,0.24708311259746552,6.989038944244385
data/laion_aesthetic_subset\000089.jpg,Henry Clay and Helen Frick,1468.0,2000.0,0.3300396800041199,2.1324988210835727e-06,0.1277228146791458,6.830728054046631
data/laion_aesthetic_subset\000092.jpg,Inspiration for one of the historical chapters in Precious Things: Anna May Wong in the 1930s,291.0,378.0,0.3386761546134949,0.026515454053878784,0.2700229287147522,6.617313385009766
data/laion_aesthetic_subset\000094.jpg,"Walter Withers, The Drover 1912, oil on canas, David Whyte Bequest Fund 1916",405.0,324.0,0.3011281490325928,1.9926623281207867e-05,0.44397205114364624,6.592188358306885
data/laion_aesthetic_subset\000095.jpg,"Camping in the North Cascades, Mt Ruth, Mt Shuksan, photo",1280.0,854.0,0.28068825602531433,9.288922228734009e-06,0.11695227771997452,6.538637638092041
data/laion_aesthetic_subset\000096.jpg,Rare 'Super Earth' Recently Discovered By Astronomers | Curly Tales,1280.0,720.0,0.2918822765350342,0.0001297295093536377,0.1524125337600708,6.624678611755371
data/laion_aesthetic_subset\000097.jpg,The Democratic Party of Japan: The Beginning of the End?,376.0,251.0,0.3024374544620514,0.0004107952117919922,0.35131868720054626,6.552787780761719
data/laion_aesthetic_subset\000098.jpg,"""""""One of the more interesting book adaptations this year is """"""""The Handmaiden,"""""""" which takes Sarah Waters' acclaimed Victorian-era crime novel """"""""Fingersmith"""""""" and moves it to colonial Japan.""""""",1200.0,800.0,0.3329154849052429,0.02321574091911316,0.2526615858078003,6.544793128967285
data/laion_aesthetic_subset\000099.jpg,Dusty Dawn || Dubai,600.0,312.0,0.3236533999443054,0.00014090538024902344,0.1632770299911499,6.527885437011719
data/laion_aesthetic_subset\000100.jpg,Theatre backdrop featuring a street scene in Victorian-era London Reklamní fotografie - 43278032,450.0,300.0,0.30224165320396423,0.0003453195095062256,0.13175460696220398,6.706833839416504
data/laion_aesthetic_subset\000102.jpg,"""""""books0977: Peaceful Reading. Fernand Toussaint (Belgian, 1873-1956). Oil on panel. According to Mario de Monchi, Toussaint was the """"""""incontestable master of the grace and charm of the woman."""""""" His classical artistic schooling in drawing gave his work a certain precision, but it was Toussaint's travels and friendships that influenced his choice of palette and the tender sensuality with which he endowed the paintings he most loved creating, his portraits of women.""""""",500.0,602.0,0.33449986577033997,5.763496665167622e-05,0.048401061445474625,6.663705825805664
data/laion_aesthetic_subset\000103.jpg,Anonymous - Boy in Staw Hat in Garden,402.0,550.0,0.3473258912563324,3.1872655199549627e-06,0.047947004437446594,6.511592864990234
data/laion_aesthetic_subset\000105.jpg,21 Beautiful Oil Paintings for Inspirations,700.0,393.0,0.287045955657959,7.1588801802136e-05,0.3976534903049469,6.62093448638916
data/laion_aesthetic_subset\000107.jpg,"Snow Owl Hunting for Real Prey<br /> Raymond's Ontario Nature Photography Tours<br /> <br /> ray@raymondbarlow.com<br /> Nikon D800 ,Nikkor 200-400mm f/4G ED-IF AF-S VR<br /> 1/2500s f/4.0 at 280.0mm iso2000",800.0,451.0,0.30575618147850037,1.0412290976091754e-05,0.45909538865089417,6.590860366821289
data/laion_aesthetic_subset\000108.jpg,The Goldfish by Charles Courtney Curran,247.0,375.0,0.3225392699241638,3.090439690822677e-07,0.3495837152004242,6.500124931335449
data/laion_aesthetic_subset\000109.jpg,"Swimming with a green sea turtle in the lagoon of Conception Island, before capture and measurement",750.0,600.0,0.29309046268463135,6.950963870622218e-05,0.19267621636390686,6.50195837020874
data/laion_aesthetic_subset\000110.jpg,Space planets and nature,450.0,270.0,0.29459843039512634,2.6054309273604304e-05,0.06895419955253601,6.558131694793701
data/laion_aesthetic_subset\000113.jpg,Pablo Picasso: Yousuf Karsh,476.0,600.0,0.3652879595756531,2.172498398067546e-06,0.2646559178829193,6.79747200012207
data/laion_aesthetic_subset\000115.jpg,Daniel Ridgway Knight Women Washing Clothes by a Stream Art Painting,834.0,706.0,0.3512984812259674,7.511090370826423e-05,0.22135016322135925,6.72551965713501
data/laion_aesthetic_subset\000116.jpg,Buy canvas prints of Coniston Water by Graham Moore,200.0,200.0,0.2867562174797058,8.343029548996128e-06,0.26336610317230225,6.585048198699951
data/laion_aesthetic_subset\000117.jpg,Paris 1000 Piece Puzzle | Peter Pauper Press| - STEAM Kids Brisbane,1024.0,735.0,0.34681236743927,0.00010452191054355353,0.12796330451965332,7.057303428649902
data/laion_aesthetic_subset\000119.jpg,"""""""Cyclist on a Narrow Street (Lucca) by James Crandall Oil ~ 30"""""""" x 24""""""""""""""",236.0,296.0,0.3527776002883911,4.509779955697013e-06,0.044360578060150146,6.65296745300293
data/laion_aesthetic_subset\000120.jpg,Winter Wonderland by Brenda Beck Fisher,479.0,350.0,0.31426098942756653,2.7195908387511736e-06,0.29167139530181885,6.547839164733887
data/laion_aesthetic_subset\000121.jpg,Hayate over the Homeland - Nakajima Ki-84,511.0,379.0,0.30376461148262024,2.66637130152958e-06,0.604836642742157,6.577665328979492
data/laion_aesthetic_subset\000122.jpg,"A colourful choirboy's life. the colour version of my previous black and white upload. The colours in the image are real and have not been manipulated, what a groovy Cathedral! Learn HDR for yourself on my website here http://hdrprocessing.com/  #HDR",236.0,360.0,0.37546810507774353,6.828527602920076e-06,0.10267944633960724,6.508455753326416
data/laion_aesthetic_subset\000123.jpg,"landscape, nature, travel, cloudy, outdoor, asia, climbing, top, mount, mountain, nepal,  cloud, peak, himalaya, alpinism, summit, himalayas, adventure, himalayan, cholatse, pheriche, valley, taboche, tourism, trekking, altitude, hiking, hike, khumbu, mou Pheriche Valley in Himalayas and Cholatse peakphoto preview",800.0,399.0,0.3108179569244385,3.395130761418841e-06,0.04925229772925377,6.532711505889893
data/laion_aesthetic_subset\000125.jpg,"View from the Quiraing, Skye",300.0,450.0,0.3086335361003876,2.144099198631011e-05,0.039618585258722305,6.6776251792907715
data/laion_aesthetic_subset\000126.jpg,Vladimir Dal by Vasily Perov Russia and the Arts - The Age of Tolstoy and Tchaikovsky,500.0,580.0,0.3344827890396118,2.4671805931575364e-06,0.23791541159152985,6.6134796142578125
data/laion_aesthetic_subset\000129.jpg,Field of Dreams on yay!everyday #photography #dance,530.0,530.0,0.3048408627510071,0.0030451416969299316,0.16335633397102356,6.560048580169678
data/laion_aesthetic_subset\000130.jpg,275 Piece Chickadee Tea Easy Handling Puzzle,480.0,480.0,0.38004055619239807,1.0199200005445164e-05,0.0828956738114357,6.552215576171875
data/laion_aesthetic_subset\000133.jpg,hyperrealistic pencil drawings by Emanuele Dascanio (17),800.0,534.0,0.3370712101459503,1.9632756448118016e-05,0.09571246802806854,6.5210862159729
data/laion_aesthetic_subset\000135.jpg,un-día-de-viento-fabio-hurtado-last-days-of-summer,500.0,500.0,0.3284427225589752,6.18457343080081e-05,0.09081431478261948,6.540064811706543
data/laion_aesthetic_subset\000136.jpg,"Old picture of the Empire State Building construction, New York City",640.0,400.0,0.34293684363365173,0.0027765631675720215,0.28242918848991394,6.960320949554443
data/laion_aesthetic_subset\000137.jpg,Trona Pinnacles Milky Way Photography,640.0,960.0,0.33670011162757874,1.3005970686208457e-05,0.12213383615016937,6.561639308929443
data/laion_aesthetic_subset\000139.jpg,Not right marriage without dating ep 14 eng sub,521.0,290.0,0.28375643491744995,0.032037168741226196,0.09391310811042786,6.6350579261779785
data/laion_aesthetic_subset\000140.jpg,The Wanderer Above The Sea Of Clouds by Caspar David Friedrich,237.0,300.0,0.3429955840110779,2.3690252419328317e-05,0.22414390742778778,6.530876636505127
data/laion_aesthetic_subset\000141.jpg,"Old Man of Storr, Isle of Skye",400.0,267.0,0.3539271354675293,3.7155987229198217e-06,0.0689622089266777,6.812436580657959
data/laion_aesthetic_subset\000142.jpg,Neil Patrick Harris hosts Academy Awards 2015,2500.0,1774.0,0.3280872404575348,0.00022143125534057617,0.08650068938732147,6.51336145401001
data/laion_aesthetic_subset\000143.jpg,"Spring Color, Carrizo Plain National Monument, California.jpg",512.0,288.0,0.34765681624412537,8.776770300755743e-06,0.23674747347831726,6.630510330200195
data/laion_aesthetic_subset\000144.jpg,A single cross in the middle of a forest.,450.0,300.0,0.30680614709854126,8.268884266726673e-05,0.16528013348579407,6.529469966888428
data/laion_aesthetic_subset\000145.jpg,A landscape made by man and nature_ farming in the Palouse,600.0,382.0,0.3595462441444397,1.0029247277998365e-05,0.3888995349407196,6.5878777503967285
data/laion_aesthetic_subset\000146.jpg,Rainy Day at Piazza San Marco | American Legacy Fine Arts,1024.0,812.0,0.37054845690727234,2.732752761858137e-07,0.06381582468748093,6.7117462158203125
data/laion_aesthetic_subset\000147.jpg,"SLEEPY HOLLOW: Orlando Jones as Captain Frank Irving. SLEEPY HOLLOW Season Two premieres Monday, Sept. 22 (9:00-10:00 PM ET/PT) on FOX. ©2014 Fox Broadcasting Co. CR: David Johnson/FOX",430.0,297.0,0.337690532207489,5.127309123054147e-05,0.3248272240161896,6.780270099639893
data/laion_aesthetic_subset\000149.jpg,"In de dag Bamboe Bamboo Forest. Asian woman wearing japanese traditional kimono at Bamboo Forest in Kyoto, Japan.",500.0,333.0,0.31717851758003235,0.00019827485084533691,0.09351342171430588,6.574042320251465
data/laion_aesthetic_subset\000151.jpg,M&S: autumn collection campaign features Dame Helen Mirren and Tracey Emin,640.0,427.0,0.31927525997161865,0.10899481177330017,0.11739149689674377,6.623659610748291
data/laion_aesthetic_subset\000153.jpg,Woodland Solitude by Charles Courtney Curran,350.0,536.0,0.32709893584251404,3.03388515021652e-06,0.156711146235466,6.631260871887207
data/laion_aesthetic_subset\000155.jpg,"Blue and Red, but Mostly Blue Size: 6 x 9,75, Oil on Linen Panel, Price, Reatil, Framed: $1200. Year: 2016, Available through: Paul & Scott Gallery",1000.0,1744.0,0.3068768382072449,3.416589242988266e-05,0.11868305504322052,6.503068447113037
data/laion_aesthetic_subset\000156.jpg,"The Nut Gatherers, 1882 William-Adolphe Bouguereau",1280.0,854.0,0.34282711148262024,6.0102764109615237e-05,0.37027451395988464,6.537927627563477
data/laion_aesthetic_subset\000157.jpg,"Reine Village, Norwegian Sea, light, winter, Mountains, Lofoten, Norway, Houses",2048.0,1365.0,0.32862767577171326,4.488977083383361e-06,0.12270020693540573,6.629114151000977
data/laion_aesthetic_subset\000158.jpg,"East 23rd Street II, painting by Lisbeth Firmin",1024.0,1024.0,0.30863437056541443,2.636547651491128e-05,0.0640011876821518,6.857183933258057
data/laion_aesthetic_subset\000159.jpg,Japanese Americans standing in line in front of a poster detailing internment orders in California.,390.0,288.0,0.3467029333114624,1.1877970791829284e-05,,6.520456314086914
data/laion_aesthetic_subset\000160.jpg,"Längs Floden, Beaulieu by Frits THAULOW",300.0,237.0,0.3311343193054199,1.0677177186835252e-07,0.051190298050642014,6.715327739715576
data/laion_aesthetic_subset\000161.jpg,"Montana, Glacier, Glacier Park, Glacier National Park, Oberlin, sunset, mountain",1600.0,1067.0,0.3431025743484497,8.591728715146019e-07,0.23195302486419678,6.536548137664795
data/laion_aesthetic_subset\000163.jpg,Rating: Safe Score: 82 Tags: 41y love_live! nishikino_maki wedtaro User: 椎名深夏,232.0,300.0,0.3321908712387085,0.00034672021865844727,0.09632188826799393,6.665172100067139
data/laion_aesthetic_subset\000164.jpg,File:Forest-world.png,509.0,326.0,0.3177451491355896,0.0007028281688690186,0.1869162917137146,6.86484956741333
data/laion_aesthetic_subset\000166.jpg,Roots - For Childish Gambino by Sam Spratt,640.0,640.0,0.3756352663040161,1.3452779967337847e-05,0.36801671981811523,6.777626037597656
data/laion_aesthetic_subset\000169.jpg,Incredible concept art by the brilliant Toumas... | CINEMA/GORGEOUS,236.0,353.0,0.30418190360069275,0.0009287595748901367,0.146385058760643,6.557689189910889
data/laion_aesthetic_subset\000170.jpg,Arnold Newman photograph of Pablo Picasso,595.0,766.0,0.3721882700920105,2.373457573412452e-05,0.3098669946193695,6.829939365386963
data/laion_aesthetic_subset\000171.jpg,Christmas Cottage by Thomas Kincaid,465.0,350.0,0.3407643437385559,1.6015263099689037e-05,0.24363496899604797,6.728919506072998
data/laion_aesthetic_subset\000173.jpg,"Robert Ryan, The Sacred Tree at Morgan O'Driscoll Art Auctions",350.0,317.0,0.3176685571670532,2.1742342141806148e-05,0.18099424242973328,6.6162590980529785
data/laion_aesthetic_subset\000174.jpg,Wedding of King Richard,640.0,465.0,0.3120565414428711,0.0008637607097625732,0.04326745495200157,6.534910202026367
data/laion_aesthetic_subset\000176.jpg,Watercolor painting of the Vrgin River in Zion National Park,214.0,320.0,0.3616357743740082,3.1571774083971604e-09,0.20277881622314453,6.632841110229492
data/laion_aesthetic_subset\000177.jpg,"Aldro T. Hibbard ,   Winter Day, Vermont      oil on canvas laid on board ,  9",1100.0,802.0,0.34393349289894104,3.317745012054729e-08,0.20646719634532928,6.765857219696045
data/laion_aesthetic_subset\000178.jpg,"Falkenstein by Matej Kováč - Landscapes Prairies, Meadows & Fields ( field, village, autumn, vineyards, sunset, clounds, landscape, fields )",285.0,285.0,0.3288162052631378,4.23555429733824e-05,0.062134601175785065,6.61513614654541
data/laion_aesthetic_subset\000179.jpg,Southwest Acrylic Painting Door With Peppers,1184.0,1600.0,0.3101288974285126,1.7521319023217075e-05,0.04100845009088516,6.587238311767578
data/laion_aesthetic_subset\000180.jpg,"The Study, an interior of a study or library",301.0,299.0,0.2949678897857666,5.32092872163048e-06,0.08128814399242401,6.842947483062744
data/laion_aesthetic_subset\000181.jpg,frosty sunrise by waggy55,600.0,398.0,0.3002820909023285,0.000194549560546875,0.36957576870918274,6.680173397064209
data/laion_aesthetic_subset\000182.jpg,"Winter at Manzanita LakeWith over 30 feet of snowfall annually, Lassen provides numerous opportunities for winter recreation.",396.0,295.0,0.3003610074520111,1.1121662737423321e-06,0.15706802904605865,6.537858009338379
data/laion_aesthetic_subset\000183.jpg,"An image of Snow in Shiba Park, Tokyo by KAWASE Hasui",504.0,333.0,0.37606772780418396,1.3104033769195667e-06,0.1958710104227066,6.897673606872559
data/laion_aesthetic_subset\000185.jpg,"Aurora night. by Hallgrimur P. Helgason - Landscapes Starscapes ( aurora borealis, northern lights, reflection, nightscape, iceland, long exposure )",270.0,270.0,0.30222800374031067,5.535109812626615e-05,0.15730905532836914,6.604302883148193
data/laion_aesthetic_subset\000188.jpg,This image may contain John Cho Clothing Apparel Overcoat Coat Suit Human Person Tie Accessories and Accessory,628.0,471.0,0.3147518038749695,0.0033119022846221924,0.13988080620765686,6.749544620513916
data/laion_aesthetic_subset\000189.jpg,Games with a female protagonist: Assassin's Creed Chronicles: China.,500.0,292.0,0.3517943322658539,0.00022366642951965332,0.1738714724779129,6.530716896057129
data/laion_aesthetic_subset\000191.jpg,Xu Ming Fashion Designer,470.0,300.0,0.30106884241104126,0.04490205645561218,0.3464505672454834,6.52348518371582
data/laion_aesthetic_subset\000192.jpg,charles-w-eliot-with-grandson,513.0,700.0,0.342237263917923,8.110936278171721e-07,0.12724371254444122,6.611712455749512
data/laion_aesthetic_subset\000193.jpg,Cafe Girls Print by Dianne Parks,600.0,480.0,0.32069462537765503,2.0287885490688495e-05,0.05211665481328964,6.535674571990967
data/laion_aesthetic_subset\000195.jpg,"Kirkjufell, Iceland by Peter OReilly",270.0,270.0,0.32690948247909546,1.2811458418582333e-06,0.15159080922603607,6.722451686859131
data/laion_aesthetic_subset\000196.jpg,bureau valley martinique quot the totem pole quot by wojciech dabrowski monument valley,474.0,314.0,0.3252112865447998,1.3633234630106017e-05,0.27312085032463074,6.530735492706299
data/laion_aesthetic_subset\000197.jpg,Mercedes-Benz 300SL Roadster,624.0,872.0,0.32171517610549927,9.45323336054571e-06,0.12715353071689606,6.6206440925598145
data/laion_aesthetic_subset\000199.jpg,Sherlock Close by markstewart,314.0,250.0,0.30852311849594116,1.3428226566247758e-06,0.3398658335208893,6.699132442474365
data/laion_aesthetic_subset\000200.jpg,David Heywood 'Urban cyclist' Original Watercolour,800.0,1298.0,0.36479899287223816,4.769697170559084e-07,0.1193121001124382,6.725838661193848
data/laion_aesthetic_subset\000209.jpg,"'New York Public Library Under Snow 1940s' by Finley, after Guy Carleton Wiggins (circa 1960s)",218.0,240.0,0.3318476974964142,3.6422873108676868e-06,1.0,6.548156261444092
data/laion_aesthetic_subset\000210.jpg,"The Young Shepherdess,1885 | Bouguereau | San Diego Museum of Art California USA",236.0,519.0,0.351132333278656,0.00011290848487988114,0.6415697336196899,6.510247230529785
data/laion_aesthetic_subset\000211.jpg,French Actor Guillaume Canet,500.0,666.0,0.3586692214012146,0.008307814598083496,0.0468691922724247,6.608951091766357
data/laion_aesthetic_subset\000212.jpg,"Lowell Ellsworth Smith (American, 1924-2008) Church at Lamy, New Mexico, 1984",320.0,222.0,0.3003843426704407,1.988521773910179e-07,0.08742476999759674,6.905690670013428
data/laion_aesthetic_subset\000213.jpg,"""MODEL:BLACK LABEL COMFORT FABRIC:LORO PIANA """"SUMMERTIME"""" WOOL,SILK&LINEN""",1250.0,1250.0,0.3005637228488922,0.0016593635082244873,0.4603366553783417,6.605027198791504
